# file...... outputs/battery_output.csv
# date...... Fri May  3 12:31:31 2019
# user...... keegan
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,b1m2_batt_meter:measured_real_power,b1m3_batt_meter:measured_real_power,b1m4_batt_meter:measured_real_power,b2m1_batt_meter:measured_real_power,b2m2_batt_meter:measured_real_power,b2m4_batt_meter:measured_real_power,b3m2_batt_meter:measured_real_power,b3m3_batt_meter:measured_real_power,b3m4_batt_meter:measured_real_power, b1m2_batt:state_of_charge,b1m3_batt:state_of_charge,b1m4_batt:state_of_charge,b2m1_batt:state_of_charge,b2m2_batt:state_of_charge,b2m4_batt:state_of_charge,b3m2_batt:state_of_charge,b3m3_batt:state_of_charge,b3m4_batt:state_of_charge
2013-07-01 08:24:00 PDT,-133.627326748,-133.627326815,-133.62732601,-133.627327149,-133.627325991,-133.627326016,-133.627327345,-133.627326651,-133.627326672,+0.198454992035,+0.198454992034,+0.198454992047,+0.198454992028,+0.198454992049,+0.198454992048,+0.198454992024,+0.198454992035,+0.198454992035
2013-07-01 08:25:00 PDT,-133.627326675,-133.627326741,-133.627325944,-133.627327069,-133.627325929,-133.627325955,-133.627327262,-133.627326569,-133.62732659,+0.198278082726,+0.198278082725,+0.19827808274,+0.198278082718,+0.198278082741,+0.198278082741,+0.198278082714,+0.198278082726,+0.198278082726
2013-07-01 08:26:00 PDT,-133.627326601,-133.627326665,-133.627325877,-133.627326988,-133.627325867,-133.627325892,-133.627327178,-133.627326487,-133.627326507,+0.198101173417,+0.198101173416,+0.198101173432,+0.198101173408,+0.198101173434,+0.198101173433,+0.198101173404,+0.198101173417,+0.198101173416
2013-07-01 08:27:00 PDT,-133.627326526,-133.627326589,-133.627325809,-133.627326906,-133.627325805,-133.627325829,-133.627327092,-133.627326403,-133.627326423,+0.197924264108,+0.197924264107,+0.197924264125,+0.197924264099,+0.197924264127,+0.197924264126,+0.197924264094,+0.197924264108,+0.197924264107
2013-07-01 08:28:00 PDT,-133.62732645,-133.627326512,-133.627325741,-133.627326823,-133.627325741,-133.627325765,-133.627327006,-133.627326318,-133.627326338,+0.197747354799,+0.197747354798,+0.197747354817,+0.197747354789,+0.197747354819,+0.197747354818,+0.197747354784,+0.197747354799,+0.197747354798
2013-07-01 08:29:00 PDT,-133.627326374,-133.627326435,-133.627325672,-133.62732674,-133.627325678,-133.627325701,-133.627326919,-133.627326233,-133.627326252,+0.19757044549,+0.197570445489,+0.19757044551,+0.197570445479,+0.197570445512,+0.197570445511,+0.197570445473,+0.19757044549,+0.197570445489
2013-07-01 08:30:00 PDT,-133.627326297,-133.627326356,-133.627325602,-133.627326655,-133.627325613,-133.627325636,-133.627326832,-133.627326147,-133.627326165,+0.197393536181,+0.197393536179,+0.197393536202,+0.197393536169,+0.197393536204,+0.197393536204,+0.197393536163,+0.197393536181,+0.19739353618
2013-07-01 08:31:00 PDT,-133.627326202,-133.627326264,-1470.7495512,-1470.74956229,-133.627325857,-133.627325902,-133.627326916,-7499.99866181,+17.2503676409,+0.197216626873,+0.19721662687,+0.195905820917,+0.195905820879,+0.197216626897,+0.197216626896,+0.197216626853,+0.189677697609,+0.197359912786
2013-07-01 08:32:00 PDT,-133.627326124,-133.627326184,-1470.74955001,-1470.74956106,-133.627325794,-133.627325838,-133.627326828,-7499.99864722,+17.2503676265,+0.197039717564,+0.197039717561,+0.193941448911,+0.193941448868,+0.19703971759,+0.197039717589,+0.197039717543,+0.179220430215,+0.197378393361
2013-07-01 08:33:00 PDT,-133.627326044,-133.627326104,-1470.74954883,-1470.74955984,-133.627325731,-133.627325774,-133.62732674,-7499.99863296,+17.2503676122,+0.196862808255,+0.196862808252,+0.191977076906,+0.191977076858,+0.196862808282,+0.196862808281,+0.196862808233,+0.16876316282,+0.197396873935
2013-07-01 08:34:00 PDT,-133.627325964,-133.627326023,-1470.74954766,-1470.74955861,-133.627325666,-133.62732571,-133.62732665,-7499.99861895,+17.2503675979,+0.196685898946,+0.196685898943,+0.190012704901,+0.190012704847,+0.196685898975,+0.196685898974,+0.196685898922,+0.158305895425,+0.19741535451
2013-07-01 08:35:00 PDT,-133.627325884,-133.627325942,-1470.7495465,-1470.74955739,-133.627325602,-133.627325644,-133.62732656,-7499.99860518,+17.2503675836,+0.196508989637,+0.196508989634,+0.188048332896,+0.188048332836,+0.196508989667,+0.196508989666,+0.196508989612,+0.14784862803,+0.197433835085
2013-07-01 08:36:00 PDT,-133.627325803,-133.62732586,-1470.74954534,-1470.74955617,-133.627325536,-133.627325579,-133.62732647,-7499.99859165,+17.2503675692,+0.196332080328,+0.196332080325,+0.186083960891,+0.186083960826,+0.19633208036,+0.196332080359,+0.196332080302,+0.137391360636,+0.197452315659
2013-07-01 08:37:00 PDT,-133.627325722,-133.627325777,-1470.74954418,-1470.74955495,-133.627325471,-133.627325513,-133.627326379,-7499.99857838,+17.2503675549,+0.196155171019,+0.196155171016,+0.184119588886,+0.184119588815,+0.196155171053,+0.196155171051,+0.196155170992,+0.126934093241,+0.197470796234
2013-07-01 08:38:00 PDT,-133.627325641,-133.627325694,-1470.74954304,-1470.74955374,-133.627325405,-133.627325446,-133.627326288,-7499.99856535,+17.2503675407,+0.19597826171,+0.195978261707,+0.182155216881,+0.182155216805,+0.195978261745,+0.195978261744,+0.195978261682,+0.116476825846,+0.197489276808
2013-07-01 08:39:00 PDT,-133.627325559,-133.627325611,-1470.7495419,-1470.74955253,-133.627325338,-133.62732538,-133.627326196,-7499.99855258,+17.2503675264,+0.195801352401,+0.195801352398,+0.180190844876,+0.180190844794,+0.195801352438,+0.195801352437,+0.195801352372,+0.106019558451,+0.197507757383
2013-07-01 08:40:00 PDT,-133.627325477,-133.627325528,-1470.74954077,-1470.74955133,-133.627325272,-133.627325312,-133.627326104,-7499.99854007,+17.2503675122,+0.195624443092,+0.195624443089,+0.178226472871,+0.178226472784,+0.19562444313,+0.195624443129,+0.195624443061,+0.0955622910566,+0.197526237958
2013-07-01 08:41:00 PDT,-133.627325394,-133.627325444,-1470.74953965,-1470.74955013,-133.627325205,-133.627325245,-133.627326011,-7499.99852781,+17.250367498,+0.195447533783,+0.195447533779,+0.176262100866,+0.176262100773,+0.195447533823,+0.195447533822,+0.195447533751,+0.0851050236619,+0.197544718532
2013-07-01 08:42:00 PDT,-133.627325312,-133.62732536,-1470.74953854,-1470.74954894,-133.627325137,-133.627325177,-133.627325919,-7499.99851582,+17.2503674839,+0.195270624474,+0.19527062447,+0.174297728861,+0.174297728762,+0.195270624516,+0.195270624514,+0.195270624441,+0.0746477562671,+0.197563199107
2013-07-01 08:43:00 PDT,-133.627325229,-133.627325277,-1470.74953744,-1470.74954775,-133.62732507,-133.627325109,-133.627325826,-7499.99850409,+17.2503674698,+0.195093715165,+0.195093715161,+0.172333356855,+0.172333356752,+0.195093715208,+0.195093715207,+0.195093715131,+0.0641904888724,+0.197581679682
2013-07-01 08:44:00 PDT,-133.627325146,-133.627325192,-1470.74953635,-1470.74954658,-133.627325002,-133.627325041,-133.627325733,-7499.99849262,+17.2503674558,+0.194916805856,+0.194916805852,+0.17036898485,+0.170368984741,+0.194916805901,+0.194916805899,+0.194916805821,+0.0537332214777,+0.197600160256
2013-07-01 08:45:00 PDT,-133.627325063,-133.627325108,-1470.74953527,-1470.74954541,-133.627324934,-133.627324973,-133.627325639,-7499.99848143,+17.2503674418,+0.194739896547,+0.194739896543,+0.168404612845,+0.168404612731,+0.194739896593,+0.194739896592,+0.19473989651,+0.0432759540829,+0.197618640831
2013-07-01 08:46:00 PDT,-133.62732513,+585.894313889,-1182.10564175,-1470.74954625,-133.627324886,-133.627324928,-133.627325761,-7499.99844285,-1182.10560562,+0.194562987238,+0.195151417246,+0.1667251807,+0.16644024072,+0.194562987286,+0.194562987284,+0.1945629872,+0.0328186866882,+0.196467969382
2013-07-01 08:47:00 PDT,-133.627325048,+585.894313557,-1182.10564092,-1470.7495451,-133.627324818,-133.62732486,-133.627325669,-7499.99843197,-1182.10560453,+0.194386077929,+0.1957769125,+0.165149363049,+0.164475868709,+0.194386077979,+0.194386077977,+0.19438607789,+0.0223614192935,+0.194892151742
2013-07-01 08:48:00 PDT,-133.627324966,+585.894313223,-1182.1056401,-1470.74954397,-133.62732475,-133.627324792,-133.627325576,-7499.99842148,-1182.10560346,+0.19420916862,+0.196402407753,+0.163573545399,+0.162511496699,+0.194209168671,+0.194209168669,+0.19420916858,+0.0119041518987,+0.193316334103
2013-07-01 08:49:00 PDT,-133.627324884,+585.894312888,-1182.10563928,-1470.74954284,-133.627324683,-133.627324724,-133.627325484,-7499.99841128,-1182.1056024,+0.194032259311,+0.197027903006,+0.161997727748,+0.160547124688,+0.194032259364,+0.194032259362,+0.19403225927,+0.00144688450398,+0.191740516464
2013-07-01 08:50:00 PDT,-133.6273246,+585.894311583,-1182.1056525,-1470.74953771,-133.627324346,-133.627324361,-133.627324823,+0,-1182.1056312,+0.193855350002,+0.19765339826,+0.160421910097,+0.158582752678,+0.193855350056,+0.193855350055,+0.19385534996,+0,+0.190164698824
2013-07-01 08:51:00 PDT,-133.627324518,+585.894311243,-1182.10565175,-1470.74953659,-133.627324277,-133.627324292,-133.627324729,+0,-1182.10563027,+0.193678440694,+0.198278893513,+0.158846092447,+0.156618380667,+0.193678440749,+0.193678440747,+0.193678440649,+0,+0.188588881185
2013-07-01 08:52:00 PDT,-133.627324436,+585.894310903,-1182.10565101,-1470.74953549,-133.627324209,-133.627324223,-133.627324636,+0,-1182.10562935,+0.193501531385,+0.198904388766,+0.157270274796,+0.154654008656,+0.193501531442,+0.19350153144,+0.193501531339,+0,+0.187013063545
2013-07-01 08:53:00 PDT,-133.627324355,+585.894310563,-1182.10565028,-1470.74953439,-133.627324141,-133.627324155,-133.627324543,+0,-1182.10562844,+0.193324622076,+0.19952988402,+0.155694457145,+0.152689636646,+0.193324622134,+0.193324622132,+0.193324622029,+0,+0.185437245906
2013-07-01 08:54:00 PDT,-133.627324273,+585.894310224,-1182.10564955,-1470.74953331,-133.627324074,-133.627324087,-133.627324451,+0,-1182.10562754,+0.193147712767,+0.200155379273,+0.154118639495,+0.150725264635,+0.193147712827,+0.193147712825,+0.193147712719,+0,+0.183861428267
2013-07-01 08:55:00 PDT,-133.627324193,+585.894309884,-1182.10564884,-1470.74953224,-133.627324006,-133.627324019,-133.627324359,+0,-1182.10562665,+0.192970803458,+0.200780874526,+0.152542821844,+0.148760892625,+0.19297080352,+0.192970803517,+0.192970803409,+0,+0.182285610627
2013-07-01 08:56:00 PDT,-133.627324113,+585.894309546,-1182.10564813,-1470.74953119,-133.62732394,-133.627323952,-133.627324268,+0,-1182.10562577,+0.192793894149,+0.201406369779,+0.150967004193,+0.146796520614,+0.192793894212,+0.19279389421,+0.192793894098,+0,+0.180709792988
2013-07-01 08:57:00 PDT,-133.627324033,+585.894309208,-1182.10564743,-1470.74953015,-133.627323873,-133.627323885,-133.627324177,+0,-1182.1056249,+0.19261698484,+0.202031865033,+0.149391186543,+0.144832148603,+0.192616984905,+0.192616984902,+0.192616984788,+0,+0.179133975348
2013-07-01 08:58:00 PDT,-133.627323954,+585.894308872,-1182.10564674,-1470.74952913,-133.627323807,-133.627323818,-133.627324087,+0,-1182.10562404,+0.192440075531,+0.202657360286,+0.147815368892,+0.142867776593,+0.192440075597,+0.192440075595,+0.192440075478,+0,+0.177558157709
2013-07-01 08:59:00 PDT,-133.627323876,+585.894308537,-1182.10564607,-1470.74952812,-133.627323742,-133.627323752,-133.627323998,+0,-1182.1056232,+0.192263166222,+0.203282855539,+0.146239551241,+0.140903404582,+0.19226316629,+0.192263166288,+0.192263166168,+0,+0.175982340069
2013-07-01 09:00:00 PDT,-133.627323798,+585.894308203,-1182.1056454,-1470.74952713,-133.627323677,-133.627323687,-133.62732391,+0,-1182.10562237,+0.192086256913,+0.203908350793,+0.144663733591,+0.138939032572,+0.192086256983,+0.19208625698,+0.192086256858,+0,+0.17440652243
2013-07-01 09:01:00 PDT,-1531.15307708,+585.894307677,-7499.99864178,-1455.15312248,-133.627323392,-1531.15307837,-133.627323822,+0,-1182.10561175,+0.190538772903,+0.204533846046,+0.136574852794,+0.136990085134,+0.191909347675,+0.190538772982,+0.191909347547,+0,+0.172830704791
2013-07-01 09:02:00 PDT,-1531.15307651,+585.894307402,-7499.99864091,-1455.15312188,-133.627323343,-1531.15307789,-133.627323756,+0,-1182.10561123,+0.188492898093,+0.205159341299,+0.126117585399,+0.135046746632,+0.191732438368,+0.188492898188,+0.191732438237,+0,+0.171254887151
2013-07-01 09:03:00 PDT,-1531.15307593,+585.894307128,-7499.99864024,-1455.15312128,-133.627323295,-1531.15307741,-133.627323691,+0,-1182.10561073,+0.186447023283,+0.205784836553,+0.115660318005,+0.13310340813,+0.19155552906,+0.186447023393,+0.191555528927,+0,+0.169679069512
2013-07-01 09:04:00 PDT,-1531.15307537,+585.894306857,-7499.99863961,-1455.15312069,-133.627323247,-1531.15307694,-133.627323627,+0,-1182.10561023,+0.184401148474,+0.206410331806,+0.10520305061,+0.131160069628,+0.191378619753,+0.184401148598,+0.191378619617,+0,+0.168103251872
2013-07-01 09:05:00 PDT,-1531.15307481,+585.894306589,-7499.99863904,-1455.1531201,-133.627323199,-1531.15307648,-133.627323563,+0,-1182.10560973,+0.182355273664,+0.207035827059,+0.0947457832152,+0.129216731127,+0.191201710446,+0.182355273804,+0.191201710307,+0,+0.166527434233
2013-07-01 09:06:00 PDT,-1531.15307426,+585.894306322,-7499.99863852,-1455.15311953,-133.627323153,-1531.15307602,-133.6273235,+0,-1182.10560925,+0.180309398854,+0.207661322312,+0.0842885158205,+0.127273392625,+0.191024801138,+0.180309399009,+0.191024800997,+0,+0.164951616594
2013-07-01 09:07:00 PDT,-1531.15307372,+585.894306058,-7499.99863805,-1455.15311896,-133.627323106,-1531.15307557,-133.627323437,+0,-1182.10560877,+0.178263524044,+0.208286817566,+0.0738312484258,+0.125330054123,+0.190847891831,+0.178263524215,+0.190847891686,+0,+0.163375798954
2013-07-01 09:08:00 PDT,-1531.15307319,+585.894305797,-7499.99863763,-1455.1531184,-133.62732306,-1531.15307512,-133.627323375,+0,-1182.10560829,+0.176217649234,+0.208912312819,+0.063373981031,+0.123386715621,+0.190670982523,+0.17621764942,+0.190670982376,+0,+0.161799981315
2013-07-01 09:09:00 PDT,-1531.15307266,+585.894305538,-7499.99863727,-1455.15311784,-133.627323015,-1531.15307468,-133.627323314,+0,-1182.10560782,+0.174171774424,+0.209537808072,+0.0529167136363,+0.121443377119,+0.190494073216,+0.174171774625,+0.190494073066,+0,+0.160224163675
2013-07-01 09:10:00 PDT,-1531.15307214,+585.89430528,-7499.99863727,-1455.15311729,-133.62732297,-1531.15307426,-133.627323252,+0,-1182.10560742,+0.172125899614,+0.210163303326,+0.0424594462416,+0.119500038617,+0.190317163909,+0.172125899831,+0.190317163756,+0,+0.158648346036
2013-07-01 09:11:00 PDT,-1531.15307163,+585.894305026,-7499.99863689,-1455.15311675,-133.627322926,-1531.15307383,-133.627323192,+0,-1182.10560696,+0.170080024804,+0.210788798579,+0.0320021788468,+0.117556700115,+0.190140254601,+0.170080025036,+0.190140254446,+0,+0.157072528397
2013-07-01 09:12:00 PDT,-1531.15307112,+585.894304774,-7499.99863668,-1455.15311622,-133.627322882,-1531.15307341,-133.627323133,+0,-1182.10560652,+0.168034149994,+0.211414293832,+0.0215449114521,+0.115613361613,+0.189963345294,+0.168034150242,+0.189963345135,+0,+0.155496710757
2013-07-01 09:13:00 PDT,-1531.15307063,+585.894304525,-7499.99863652,-1455.1531157,-133.627322839,-1531.153073,-133.627323075,+0,-1182.10560608,+0.165988275184,+0.212039789086,+0.0110876440573,+0.113670023112,+0.189786435986,+0.165988275447,+0.189786435825,+0,+0.153920893118
2013-07-01 09:14:00 PDT,-1531.15307014,+585.894304278,-7499.99863642,-1455.15311519,-133.627322796,-1531.15307259,-133.627323017,+0,-1182.10560564,+0.163942400374,+0.212665284339,+0.000630376662608,+0.11172668461,+0.189609526679,+0.163942400653,+0.189609526515,+0,+0.152345075478
2013-07-01 09:15:00 PDT,-1531.15306763,+585.894303179,+0,-1455.15311241,-133.627322607,-1531.1530705,-133.62732275,+0,-1182.10561756,+0.161896525564,+0.213290779592,+0,+0.109783346108,+0.189432617372,+0.161896525858,+0.189432617205,+0,+0.150769257839
2013-07-01 09:16:00 PDT,-590.177578291,+585.894306212,+0,+1653.8223736,-133.627322658,-590.177584584,-133.627323727,+0,-1182.10561555,+0.160776266166,+0.213916274845,+0,+0.110551583532,+0.189255708064,+0.16077626646,+0.189255707895,+0,+0.149193440199
2013-07-01 09:17:00 PDT,-590.17761159,+585.894325844,+0,+1653.82239538,-133.627326753,-590.177605937,-133.627331062,+0,-1182.10572312,+0.15999259419,+0.214541770099,+0,+0.112305848565,+0.189078798757,+0.159992594478,+0.189078798584,+0,+0.14761762256
2013-07-01 09:18:00 PDT,-590.177577754,+585.894305686,+0,+1653.82237213,-133.627322486,-590.177583935,-133.627323566,+0,-1182.10561963,+0.159208922214,+0.215167265352,+0,+0.114060113598,+0.188901889449,+0.159208922496,+0.188901889274,+0,+0.146041804921
2013-07-01 09:19:00 PDT,-590.177607547,+585.894323296,+0,+1653.8223907,-133.62732854,-590.177616421,-133.627329683,+0,-1182.10571396,+0.158425250238,+0.215792760605,+0,+0.115814378632,+0.188724980142,+0.158425250515,+0.188724979964,+0,+0.144465987281
2013-07-01 09:20:00 PDT,-590.177577464,+585.894305247,+0,+1653.82237032,-133.627322496,-590.17758391,-133.6273235,+0,-1182.10561383,+0.157641578262,+0.216418255859,+0,+0.117568643665,+0.188548070835,+0.157641578533,+0.188548070654,+0,+0.142890169642
2013-07-01 09:21:00 PDT,-590.177577264,+585.894305013,+0,+1653.82236951,-133.627322457,-590.177583748,-133.627323444,+0,-1182.10561342,+0.156857906286,+0.217043751112,+0,+0.119322908698,+0.188371161527,+0.156857906552,+0.188371161344,+0,+0.141314352002
2013-07-01 09:22:00 PDT,-590.177577067,+585.89430478,+0,+1653.82236872,-133.627322418,-590.177583588,-133.62732339,+0,-1182.10561301,+0.15607423431,+0.217669246365,+0,+0.121077173732,+0.18819425222,+0.15607423457,+0.188194252034,+0,+0.139738534363
2013-07-01 09:23:00 PDT,-590.177576873,+585.894304551,+0,+1653.82236793,-133.62732238,-590.17758343,-133.627323336,+0,-1182.10561261,+0.155290562334,+0.218294741619,+0,+0.122831438765,+0.188017342912,+0.155290562588,+0.188017342723,+0,+0.138162716724
2013-07-01 09:24:00 PDT,-590.177576682,+585.894304324,+0,+1653.82236715,-133.627322342,-590.177583275,-133.627323283,+0,-1182.10561222,+0.154506890358,+0.218920236872,+0,+0.124585703798,+0.187840433605,+0.154506890607,+0.187840433413,+0,+0.136586899084
2013-07-01 09:25:00 PDT,-590.177576493,+585.8943041,+0,+1653.82236637,-133.627322305,-590.177583123,-133.627323231,+0,-1182.10561183,+0.153723218382,+0.219545732125,+0,+0.126339968832,+0.187663524298,+0.153723218625,+0.187663524103,+0,+0.135011081445
2013-07-01 09:26:00 PDT,-590.177576308,+585.894303878,+0,+1653.8223656,-133.627322269,-590.177582973,-133.627323179,+0,-1182.10561146,+0.152939546406,+0.220171227378,+0,+0.128094233865,+0.18748661499,+0.152939546644,+0.187486614793,+0,+0.133435263805
2013-07-01 09:27:00 PDT,-590.177575973,+585.894303569,+0,+1653.82236474,-133.627322175,-590.177582649,-133.627323064,+0,-1182.10561693,+0.152155874429,+0.220796722632,+0,+0.129848498898,+0.187309705683,+0.152155874662,+0.187309705483,+0,+0.131859446166
2013-07-01 09:28:00 PDT,-590.17757579,+585.894303347,+0,+1653.82236396,-133.627322143,-590.177582517,-133.627323012,+0,-1182.10561666,+0.151372202453,+0.221422217885,+0,+0.131602763932,+0.187132796375,+0.151372202681,+0.187132796172,+0,+0.130283628527
2013-07-01 09:29:00 PDT,-590.177575769,+585.894303229,+0,+1653.82236335,-133.627322162,-590.177582537,-133.627323029,+0,-1182.10561037,+0.150588530477,+0.222047713138,+0,+0.133357028965,+0.186955887068,+0.150588530699,+0.186955886862,+0,+0.128707810887
2013-07-01 09:30:00 PDT,-590.177575595,+585.894303018,+0,+1653.82236261,-133.627322128,-590.177582397,-133.62732298,+0,-1182.10561002,+0.149804858501,+0.222673208392,+0,+0.135111293998,+0.186778977761,+0.149804858717,+0.186778977552,+0,+0.127131993248
2013-07-01 09:31:00 PDT,-7499.99859055,+585.894297062,+0,+1653.82234454,-133.627322167,-948.744659355,-948.744640836,+0,-412.744748618,+0.141927216552,+0.223298703645,+0,+0.136865559032,+0.186602068453,+0.148669841945,+0.185805764155,+0,+0.126310327055
2013-07-01 09:32:00 PDT,-7499.9985911,+585.894296872,+0,+1653.82234387,-133.627322134,-948.744659153,-948.744640572,+0,-412.744748478,+0.131469949157,+0.223924198898,+0,+0.138619824065,+0.186425159146,+0.14740706343,+0.184542985635,+0,+0.125762897752
2013-07-01 09:33:00 PDT,-7499.99859189,+585.894296686,+0,+1653.8223432,-133.627322101,-948.744658955,-948.744640317,+0,-412.744748341,+0.121012681762,+0.224549694152,+0,+0.140374089098,+0.186248249838,+0.146144284914,+0.183280207116,+0,+0.12521546845
2013-07-01 09:34:00 PDT,-7500.00021564,+585.894327467,+0,+1653.8224,-133.627326364,-948.744697479,-948.744730574,+0,-412.744781077,+0.110555414367,+0.225175189405,+0,+0.142128354132,+0.186071340531,+0.144881506399,+0.182017428596,+0,+0.124668039147
2013-07-01 09:35:00 PDT,-7499.99858699,+585.894296175,+0,+1653.82234153,-133.627322009,-948.7446586,-948.744639105,+0,-412.744750007,+0.100098146973,+0.225800684658,+0,+0.143882619165,+0.185894431224,+0.143618727884,+0.180754650076,+0,+0.124120609844
