startTime,endTime,energy
1,1,-2.6
2,2,-2.5
3,3,-2.4
4,4,-2.3
5,5,-2.2
6,6,-2.2
7,7,-2.1
8,8,-2.0
9,9,-2.0
10,10,-2.0
11,11,-2.0
12,12,-2.0
13,13,-2.0
14,14,-2.0
15,15,-2.0
16,16,-2.1
17,17,-2.2
18,18,-2.3
19,19,-2.5
20,20,-2.6
21,21,-2.6
22,22,-2.6
23,23,-2.6
24,24,-2.6
25,25,-2.6
26,26,-2.7
27,27,-2.8
28,28,-3.0
29,29,-3.2
30,30,-3.5
31,31,-3.9
32,32,-4.4
33,33,-5.1
34,34,-5.8
35,35,-6.4
36,36,-6.9
37,37,-7.2
38,38,-7.3
39,39,-7.4
40,40,-7.4
41,41,-7.4
42,42,-7.4
43,43,-7.5
44,44,-7.6
45,45,-7.6
46,46,-7.7
47,47,-7.7
48,48,-7.7
49,49,-7.6
50,50,-7.4
51,51,-7.1
52,52,-6.9
53,53,-6.6
54,54,-6.4
55,55,-6.2
56,56,-6.1
57,57,-6.0
58,58,-6.0
59,59,-6.1
60,60,-6.2
61,61,-6.3
62,62,-6.4
63,63,-6.5
64,64,-6.6
65,65,-6.6
66,66,-6.5
67,67,-6.5
68,68,-6.4
69,69,-6.4
70,70,-6.4
71,71,-6.3
72,72,-6.1
73,73,-5.8
74,74,-5.4
75,75,-4.9
76,76,-4.5
77,77,-4.1
78,78,-3.7
79,79,-3.4
80,80,-3.3
81,81,-3.2
82,82,-3.2
83,83,-3.3
84,84,-3.3
85,85,-3.3
86,86,-3.3
87,87,-3.2
88,88,-3.1
89,89,-3.0
90,90,-3.0
91,91,-3.0
92,92,-2.9
93,93,-2.9
94,94,-2.8
95,95,-2.8
96,96,-2.7
