# file...... outputs/house_output.csv
# date...... Fri May  3 12:31:31 2019
# user...... keegan
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,b1m1_house:total_load, b1m5_house:total_load, b2m3_house:total_load, b2m5_house:total_load, b3m1_house:total_load, b3m5_house:total_load
2013-07-01 08:30:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:31:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:32:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:33:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:34:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:35:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:36:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:37:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:38:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:39:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:40:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:41:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:42:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:43:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:44:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:45:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:46:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:47:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:48:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:49:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:50:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:51:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:52:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:53:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:54:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:55:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:56:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:57:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:58:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 08:59:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 09:00:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 09:01:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 09:02:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 09:03:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 09:04:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 09:05:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 09:06:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 09:07:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 09:08:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 09:09:00 PDT,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211,+1.07961029211
2013-07-01 09:10:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:11:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:12:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:13:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:14:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:15:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:16:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:17:00 PDT,+6.00874952902,+6.00874952902,+6.00874952902,+6.00874952902,+6.00874952902,+6.00874952902
2013-07-01 09:18:00 PDT,+6.01260700063,+6.01260700063,+6.01260700063,+6.01260700063,+6.01260700063,+6.01260700063
2013-07-01 09:19:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:20:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:21:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:22:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:23:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:24:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:25:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:26:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:27:00 PDT,+6.04460722699,+6.04460722699,+6.04460722699,+6.04460722699,+6.04460722699,+6.04460722699
2013-07-01 09:28:00 PDT,+6.04786671739,+6.04786671739,+6.04786671739,+6.04786671739,+6.04786671739,+6.04786671739
2013-07-01 09:29:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:30:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:31:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:32:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:33:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:34:00 PDT,+6.0662132857,+6.0662132857,+6.0662132857,+6.0662132857,+6.0662132857,+6.0662132857
2013-07-01 09:35:00 PDT,+6.06907189924,+6.06907189924,+6.06907189924,+6.06907189924,+6.06907189924,+6.06907189924
2013-07-01 09:36:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:37:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:38:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:39:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:40:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:41:00 PDT,+6.08505236703,+6.08505236703,+6.08505236703,+6.08505236703,+6.08505236703,+6.08505236703
2013-07-01 09:42:00 PDT,+6.08752285102,+6.08752285102,+6.08752285102,+6.08752285102,+6.08752285102,+6.08752285102
2013-07-01 09:43:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:44:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:45:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:46:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:47:00 PDT,+6.09906215021,+6.09906215021,+6.09906215021,+6.09906215021,+6.09906215021,+6.09906215021
2013-07-01 09:48:00 PDT,+6.10120887883,+6.10120887883,+6.10120887883,+6.10120887883,+6.10120887883,+6.10120887883
2013-07-01 09:49:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:50:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:51:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:52:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:53:00 PDT,+6.11114782258,+6.11114782258,+6.11114782258,+6.11114782258,+6.11114782258,+6.11114782258
2013-07-01 09:54:00 PDT,+6.11297796753,+6.11297796753,+6.11297796753,+6.11297796753,+6.11297796753,+6.11297796753
2013-07-01 09:55:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:56:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:57:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:58:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 09:59:00 PDT,+6.12134988316,+6.12134988316,+6.12134988316,+6.12134988316,+6.12134988316,+6.12134988316
2013-07-01 10:00:00 PDT,+6.12286960367,+6.12286960367,+6.12286960367,+6.12286960367,+6.12286960367,+6.12286960367
2013-07-01 10:01:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 10:02:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 10:03:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 10:04:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 10:05:00 PDT,+6.11843241081,+6.11843241081,+6.11843241081,+6.11843241081,+6.11843241081,+6.11843241081
2013-07-01 10:06:00 PDT,+6.11764048549,+6.11764048549,+6.11764048549,+6.11764048549,+6.11764048549,+6.11764048549
2013-07-01 10:07:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 10:08:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 10:09:00 PDT,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887,+1.10427875887
2013-07-01 10:10:00 PDT,+6.12926949001,+6.12926949001,+6.12926949001,+6.12926949001,+6.12926949001,+6.12926949001
2013-07-01 10:11:00 PDT,+6.12863778051,+6.12863778051,+6.12863778051,+6.12863778051,+6.12863778051,+6.12863778051
2013-07-01 10:12:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:13:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:14:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:15:00 PDT,+6.12643294992,+6.12643294992,+6.12643294992,+6.12643294992,+6.12643294992,+6.12643294992
2013-07-01 10:16:00 PDT,+6.12596241094,+6.12596241094,+6.12596241094,+6.12596241094,+6.12596241094,+6.12596241094
2013-07-01 10:17:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:18:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:19:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:20:00 PDT,+6.12440378339,+6.12440378339,+6.12440378339,+6.12440378339,+6.12440378339,+6.12440378339
2013-07-01 10:21:00 PDT,+6.12409512635,+6.12409512635,+6.12409512635,+6.12409512635,+6.12409512635,+6.12409512635
2013-07-01 10:22:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:23:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:24:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:25:00 PDT,+6.12318505689,+6.12318505689,+6.12318505689,+6.12318505689,+6.12318505689,+6.12318505689
2013-07-01 10:26:00 PDT,+6.12303874789,+6.12303874789,+6.12303874789,+6.12303874789,+6.12303874789,+6.12303874789
2013-07-01 10:27:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:28:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:29:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:30:00 PDT,+6.12277861029,+6.12277861029,+6.12277861029,+6.12277861029,+6.12277861029,+6.12277861029
2013-07-01 10:31:00 PDT,+6.12279487012,+6.12279487012,+6.12279487012,+6.12279487012,+6.12279487012,+6.12279487012
2013-07-01 10:32:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:33:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:34:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:35:00 PDT,+6.12318505689,+6.12318505689,+6.12318505689,+6.12318505689,+6.12318505689,+6.12318505689
2013-07-01 10:36:00 PDT,+6.12336386101,+6.12336386101,+6.12336386101,+6.12336386101,+6.12336386101,+6.12336386101
2013-07-01 10:37:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:38:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:39:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:40:00 PDT,+6.12440378339,+6.12440378339,+6.12440378339,+6.12440378339,+6.12440378339,+6.12440378339
2013-07-01 10:41:00 PDT,+6.12474486196,+6.12474486196,+6.12474486196,+6.12474486196,+6.12474486196,+6.12474486196
2013-07-01 10:42:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:43:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:44:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:45:00 PDT,+6.12643294992,+6.12643294992,+6.12643294992,+6.12643294992,+6.12643294992,+6.12643294992
2013-07-01 10:46:00 PDT,+6.12693578777,+6.12693578777,+6.12693578777,+6.12693578777,+6.12693578777,+6.12693578777
2013-07-01 10:47:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:48:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:49:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:50:00 PDT,+6.12926949001,+6.12926949001,+6.12926949001,+6.12926949001,+6.12926949001,+6.12926949001
2013-07-01 10:51:00 PDT,+6.12993332666,+6.12993332666,+6.12993332666,+6.12993332666,+6.12993332666,+6.12993332666
2013-07-01 10:52:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:53:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:54:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:55:00 PDT,+6.13290911062,+6.13290911062,+6.13290911062,+6.13290911062,+6.13290911062,+6.13290911062
2013-07-01 10:56:00 PDT,+6.13373294027,+6.13373294027,+6.13373294027,+6.13373294027,+6.13373294027,+6.13373294027
2013-07-01 10:57:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:58:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 10:59:00 PDT,+6.1363953571,+6.1363953571,+6.1363953571,+6.1363953571,+6.1363953571,+6.1363953571
2013-07-01 11:00:00 PDT,+6.13734629212,+6.13734629212,+6.13734629212,+6.13734629212,+6.13734629212,+6.13734629212
2013-07-01 11:01:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 11:02:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 11:03:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 11:04:00 PDT,+6.1468563629,+6.1468563629,+6.1468563629,+6.1468563629,+6.1468563629,+6.1468563629
2013-07-01 11:05:00 PDT,+6.14918494514,+6.14918494514,+6.14918494514,+6.14918494514,+6.14918494514,+6.14918494514
2013-07-01 11:06:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 11:07:00 PDT,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556,+1.11881116556
2013-07-01 11:08:00 PDT,+6.15605439088,+6.15605439088,+6.15605439088,+6.15605439088,+6.15605439088,+6.15605439088
2013-07-01 11:09:00 PDT,+6.15830567383,+6.15830567383,+6.15830567383,+6.15830567383,+6.15830567383,+6.15830567383
2013-07-01 11:10:00 PDT,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243
2013-07-01 11:11:00 PDT,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243
2013-07-01 11:12:00 PDT,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243
2013-07-01 11:13:00 PDT,+6.18803446073,+6.18803446073,+6.18803446073,+6.18803446073,+6.18803446073,+6.18803446073
2013-07-01 11:14:00 PDT,+6.19019066824,+6.19019066824,+6.19019066824,+6.19019066824,+6.19019066824,+6.19019066824
2013-07-01 11:15:00 PDT,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243
2013-07-01 11:16:00 PDT,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243
2013-07-01 11:17:00 PDT,+6.19654669512,+6.19654669512,+6.19654669512,+6.19654669512,+6.19654669512,+6.19654669512
2013-07-01 11:18:00 PDT,+6.19862805883,+6.19862805883,+6.19862805883,+6.19862805883,+6.19862805883,+6.19862805883
2013-07-01 11:19:00 PDT,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243
2013-07-01 11:20:00 PDT,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243
2013-07-01 11:21:00 PDT,+6.20476112431,+6.20476112431,+6.20476112431,+6.20476112431,+6.20476112431,+6.20476112431
2013-07-01 11:22:00 PDT,+6.20676868434,+6.20676868434,+6.20676868434,+6.20676868434,+6.20676868434,+6.20676868434
2013-07-01 11:23:00 PDT,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243
2013-07-01 11:24:00 PDT,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243
2013-07-01 11:25:00 PDT,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243
2013-07-01 11:26:00 PDT,+6.21461662682,+6.21461662682,+6.21461662682,+6.21461662682,+6.21461662682,+6.21461662682
2013-07-01 11:27:00 PDT,+6.21653334712,+6.21653334712,+6.21653334712,+6.21653334712,+6.21653334712,+6.21653334712
2013-07-01 11:28:00 PDT,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243
2013-07-01 11:29:00 PDT,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243,+1.13982712243
