GEOID,X,Y
4703700000348_5,-86.58044968230,36.07602591040
4703700000348_6,-86.57626191510,36.07220436280
4703700000348_7,-86.58296998510,36.07256597360
4703700000348_8,-86.60591554480,36.06315209440
4703700000348_9,-86.59640642290,36.06348752410
4703700000348_10,-86.60096368840,36.06559442750
4703700000343_1,-86.62935653320,36.07514116600
4703700000343_2,-86.62994909880,36.07753558610
4703700000343_3,-86.63381393380,36.07813053780
4703700000343_4,-86.63120158170,36.07500391690
4703700000343_5,-86.62719675690,36.07872257730
4703700000343_6,-86.62655549030,36.07651315160
4703700000343_7,-86.63334919550,36.07590446080
4703700000343_8,-86.62504177970,36.07820054380
4703700000343_9,-86.62421657150,36.07425423580
4703700000343_10,-86.63007500030,36.07634849530
4703700000177_1,-86.76352201640,36.18472722590
4703700000177_2,-86.76448345860,36.18260716520
4703700000177_3,-86.76506330320,36.18169591020
4703700000177_4,-86.76183016020,36.18517480200
4703700000177_5,-86.76371394050,36.18508817690
4703700000177_6,-86.76711434230,36.18208760280
4703700000177_7,-86.76574191270,36.18410738960
4703700000177_8,-86.76912703070,36.17938133340
4703700000177_9,-86.76525655310,36.18246772640
4703700000177_10,-86.76815042340,36.18160217290
4703700000150_1,-86.76164090590,36.19547696510
4703700000150_2,-86.75905626730,36.19993108580
4703700000150_3,-86.76633043200,36.19867606800
4703700000150_4,-86.75928680730,36.19777917330
4703700000150_5,-86.75925272570,36.20029058440
4703700000150_6,-86.76213888140,36.19978268180
4703700000150_7,-86.75948391860,36.19698398330
4703700000150_8,-86.75895753500,36.19950835530
4703700000150_9,-86.76410596920,36.19702568700
4703700000150_10,-86.76594121820,36.19728671040
4703700000182_1,-86.74163074210,36.18051393970
4703700000182_2,-86.74503988750,36.18467148860
4703700000182_3,-86.74277733560,36.18260957780
4703700000182_4,-86.74590545930,36.18154896430
4703700000182_5,-86.74554611580,36.18039899990
4703700000182_6,-86.74229755970,36.18261464470
4703700000182_7,-86.74834967570,36.18261948670
4703700000182_8,-86.74643025590,36.18038956010
4703700000182_9,-86.74191864390,36.18194435540
4703700000182_10,-86.74613111040,36.18245248200
4703700000157_1,-86.74251837110,36.20162329980
4703700000157_2,-86.74564751440,36.19824915530
4703700000157_3,-86.74541348720,36.20394117370
4703700000157_4,-86.74192465100,36.19771499500
4703700000157_5,-86.74799240220,36.20070942530
4703700000157_6,-86.74400336230,36.20074919860
4703700000157_7,-86.74405305530,36.20296738090
4703700000157_8,-86.74701996540,36.20283369020
4703700000157_9,-86.74420836130,36.20287948590
4703700000157_10,-86.74390078980,36.20168142030
4703700000132_1,-86.75330295620,36.23608510120
4703700000132_2,-86.74511070420,36.23886335200
4703700000132_3,-86.74851107450,36.23969644140
4703700000132_4,-86.75273382590,36.23045132490
4703700000132_5,-86.74943606260,36.22685600800
4703700000132_6,-86.75896245130,36.22276320690
4703700000132_7,-86.74564240510,36.23698322930
4703700000132_8,-86.74605822020,36.23903418240
4703700000132_9,-86.75225384040,36.22298448890
4703700000132_10,-86.75023540360,36.23529430380
4703700000136_1,-86.74588562780,36.21798850750
4703700000136_2,-86.73950405290,36.22433414560
4703700000136_3,-86.74308056140,36.22925005130
4703700000136_4,-86.74610085700,36.22361350210
4703700000136_5,-86.74204691410,36.21774228680
4703700000136_6,-86.73956103700,36.22780875610
4703700000136_7,-86.74534003940,36.22270589120
4703700000136_8,-86.74220330450,36.21990724930
4703700000136_9,-86.74429086540,36.22086610870
4703700000136_10,-86.73841073150,36.22857686100
4703700000133_1,-86.75454788780,36.21755413740
4703700000133_2,-86.75272789640,36.22035779930
4703700000133_3,-86.75387862840,36.21058885830
4703700000133_4,-86.75551657470,36.21953575760
4703700000133_5,-86.74995407810,36.21822365740
4703700000133_6,-86.75658201010,36.22018856030
4703700000133_7,-86.75500440520,36.21391728000
4703700000133_8,-86.75623198530,36.21457881610
4703700000133_9,-86.75498473050,36.21440450080
4703700000133_10,-86.74906740510,36.21553002790
4703700000128_1,-86.75853296760,36.21757615440
4703700000128_2,-86.76085457980,36.21187691290
4703700000128_3,-86.75881201160,36.21617087080
4703700000128_4,-86.76164456710,36.21901468040
4703700000128_5,-86.75834826710,36.21355080260
4703700000128_6,-86.76118206590,36.21092020790
4703700000128_7,-86.76157927430,36.21820819000
4703700000128_8,-86.76297965050,36.21067970080
4703700000128_9,-86.76411468470,36.21242851970
4703700000128_10,-86.76238371420,36.20981558120
4703700000761_1,-86.69971146440,36.14006563380
4703700000761_2,-86.68704155130,36.14323908970
4703700000761_3,-86.68870513420,36.14315059380
4703700000761_4,-86.69945694390,36.13994236520
4703700000761_5,-86.69499175120,36.14370702920
4703700000761_6,-86.68835868660,36.14323391820
4703700000761_7,-86.69993281010,36.14050632600
4703700000761_8,-86.68576105460,36.14276755480
4703700000761_9,-86.69841335020,36.14084038570
4703700000761_10,-86.69396682040,36.14419424190
4703700000264_1,-86.68529882060,36.16205673710
4703700000264_2,-86.68992857490,36.16302228660
4703700000264_3,-86.69128071980,36.15524578050
4703700000264_4,-86.68943581100,36.16798362730
4703700000264_5,-86.69490402860,36.16489015970
4703700000264_6,-86.68417617980,36.15837340710
4703700000264_7,-86.68421781340,36.15451001250
4703700000264_8,-86.69347055960,36.16677833280
4703700000264_9,-86.68548241920,36.16612997620
4703700000264_10,-86.68316922490,36.16489263510
4703700000270_1,-86.68093471590,36.14840440200
4703700000270_2,-86.68222025640,36.15149782660
4703700000270_3,-86.68056395000,36.14958683600
4703700000270_4,-86.67859426260,36.15171814220
4703700000270_5,-86.67951582220,36.15131726790
4703700000270_6,-86.67867738750,36.15134543480
4703700000270_7,-86.68282996840,36.15096491210
4703700000270_8,-86.67969112360,36.15081696730
4703700000270_9,-86.68275262400,36.15223066900
4703700000270_10,-86.67749035480,36.15018531440
4703700000308_1,-86.66302966370,36.15098454520
4703700000308_2,-86.66307614550,36.15408227450
4703700000308_3,-86.66289944890,36.15182366480
4703700000308_4,-86.65899887290,36.15070680570
4703700000308_5,-86.66385248730,36.15271092950
4703700000308_6,-86.65718380430,36.14993127510
4703700000308_7,-86.66268926600,36.15180601570
4703700000308_8,-86.66539907450,36.15336628600
4703700000308_9,-86.65893009930,36.15062846520
4703700000308_10,-86.66260908860,36.15423147280
4703700000341_1,-86.60576141840,36.10738232270
4703700000341_2,-86.61468417840,36.09480325090
4703700000341_3,-86.60205803370,36.09866386260
4703700000341_4,-86.60545304740,36.09263583670
4703700000341_5,-86.60115134920,36.11147932400
4703700000341_6,-86.59839438190,36.10317741720
4703700000341_7,-86.61745612630,36.09163730320
4703700000341_8,-86.61226697310,36.09760030760
4703700000341_9,-86.60415007330,36.10587253410
4703700000341_10,-86.61648009140,36.09016750610
4703700000395_1,-86.59781573480,36.05176639710
4703700000395_2,-86.59673774420,36.05203571420
4703700000395_3,-86.59850454610,36.05514079250
4703700000395_4,-86.59436813520,36.05626299390
4703700000395_5,-86.58606494720,36.04980026640
4703700000395_6,-86.58010064880,36.05231840030
4703700000395_7,-86.59516437270,36.05171814160
4703700000395_8,-86.59027927730,36.04819586780
4703700000395_9,-86.58287922190,36.05519442430
4703700000395_10,-86.59460008030,36.05063986220
4703700000346_1,-86.60610789800,36.08578016800
4703700000346_2,-86.60796426100,36.08436166180
4703700000346_3,-86.61443138570,36.08874138720
4703700000346_4,-86.60835353340,36.08617756320
4703700000346_5,-86.61025444920,36.08597163090
4703700000346_6,-86.61157141770,36.08752099380
4703700000346_7,-86.61055531870,36.08360802480
4703700000346_8,-86.61045529430,36.08569447040
4703700000346_9,-86.61175060440,36.08712758910
4703700000346_10,-86.60631914120,36.08680417140
4703700000357_1,-86.60298519830,36.06880049170
4703700000357_2,-86.60357666870,36.06698734200
4703700000357_3,-86.59577693650,36.06997393560
4703700000357_4,-86.60824855660,36.06482373700
4703700000357_5,-86.59602590700,36.06835009910
4703700000357_6,-86.59925161270,36.06806885660
4703700000357_7,-86.60633855200,36.06735571050
4703700000357_8,-86.60588202940,36.07008220790
4703700000357_9,-86.59932121970,36.06995208000
4703700000357_10,-86.60289917640,36.06854611140
4703700000594_1,-86.79805958120,36.08842372670
4703700000594_2,-86.77835059950,36.08578893860
4703700000594_3,-86.76727208900,36.08172107510
4703700000594_4,-86.80469114080,36.08568428190
4703700000594_5,-86.80280785490,36.08320769090
4703700000594_6,-86.80118945700,36.08866120740
4703700000594_7,-86.78946779990,36.08560804770
4703700000594_8,-86.78979431060,36.07960628750
4703700000594_9,-86.79784320120,36.08460885610
4703700000594_10,-86.77993975210,36.08029209130
4703700000595_1,-86.78006244570,36.05678069300
4703700000595_2,-86.80644724250,36.06694208910
4703700000595_3,-86.80537679250,36.06457053070
4703700000595_4,-86.78066558930,36.06520860810
4703700000595_5,-86.79730147770,36.06631541120
4703700000595_6,-86.79697740650,36.06309031220
4703700000595_7,-86.77380860620,36.07383660170
4703700000595_8,-86.78471120750,36.06567923990
4703700000595_9,-86.81212425550,36.06224621150
4703700000595_10,-86.79742562110,36.07917858220
4703700000603_1,-86.76758181830,36.06895135340
4703700000603_2,-86.76736270760,36.07555055640
4703700000603_3,-86.76024143120,36.07852073340
4703700000603_4,-86.76179545950,36.07763120280
4703700000603_5,-86.76277526590,36.08089814650
4703700000603_6,-86.75994723730,36.07509588320
4703700000603_7,-86.76556139060,36.07231482840
4703700000603_8,-86.76370297290,36.06854829930
4703700000603_9,-86.76296615160,36.06741230570
4703700000603_10,-86.76467782300,36.07481087580
4703700000602_1,-86.76461204090,36.04969329980
4703700000602_2,-86.77269022740,36.05443531820
4703700000602_3,-86.77108159410,36.05171317670
4703700000602_4,-86.76989361710,36.05051383790
4703700000602_5,-86.76432237310,36.05708075860
4703700000602_6,-86.76415530080,36.05915284960
4703700000602_7,-86.76881546130,36.05440165040
4703700000602_8,-86.77224320730,36.06033734110
4703700000602_9,-86.76635251610,36.05512926450
4703700000602_10,-86.76744565830,36.05124035610
4703700000605_1,-86.76111147990,36.04681587060
4703700000605_2,-86.77702420370,36.04619837890
4703700000605_3,-86.76479047740,36.04535268730
4703700000605_4,-86.77478229780,36.04730492410
4703700000605_5,-86.76550522020,36.04161841410
4703700000605_6,-86.76161517070,36.04732333290
4703700000605_7,-86.77890515550,36.04290703250
4703700000605_8,-86.77066331540,36.04312587690
4703700000605_9,-86.77206544810,36.04637845730
4703700000605_10,-86.76848525730,36.04954105210
4703700000604_1,-86.77611898390,36.03900680830
4703700000604_2,-86.78007456800,36.03732918510
4703700000604_3,-86.77177081780,36.03755385870
4703700000604_4,-86.77656823690,36.04025357870
4703700000604_5,-86.76901748250,36.03922363350
4703700000604_6,-86.77581460330,36.03679807510
4703700000604_7,-86.78081346000,36.03764200250
4703700000604_8,-86.77253446220,36.03424145920
4703700000604_9,-86.77576776230,36.03587574740
4703700000604_10,-86.77420982050,36.03834975510
4703700000610_1,-86.76649731610,36.03196900610
4703700000610_2,-86.76032785170,36.03163561220
4703700000610_3,-86.76068584880,36.03021696310
4703700000610_4,-86.76369810590,36.03073806710
4703700000610_5,-86.75435410970,36.02921091590
4703700000610_6,-86.75986050720,36.02561110640
4703700000610_7,-86.77017010500,36.03125795460
4703700000610_8,-86.76573344390,36.03020656560
4703700000610_9,-86.75805261300,36.03190122650
4703700000610_10,-86.75553343920,36.02364768560
4703700000513_1,-86.82253270330,36.10423092780
4703700000513_2,-86.82771231200,36.10779051140
4703700000513_3,-86.82013541060,36.10474012810
4703700000513_4,-86.82863489680,36.10446900470
4703700000513_5,-86.82679107340,36.10592190120
4703700000513_6,-86.83456941640,36.10474110640
4703700000513_7,-86.83472599920,36.10726001260
4703700000513_8,-86.83617640870,36.10391667760
4703700000513_9,-86.83359666740,36.10805696490
4703700000513_10,-86.83640133570,36.10621861480
4703700000586_1,-86.84721682680,36.09232556850
4703700000586_2,-86.83666990900,36.08186930530
4703700000586_3,-86.83866911740,36.08432950770
4703700000586_4,-86.84517916070,36.09066944740
4703700000586_5,-86.84203951450,36.09112373110
4703700000586_6,-86.83990331800,36.09070593070
4703700000586_7,-86.84462548740,36.08396832030
4703700000586_8,-86.83187377420,36.08780329880
4703700000586_9,-86.84451313610,36.08735100260
4703700000586_10,-86.84006728450,36.09061683850
4703700000589_1,-86.83180075480,36.07611588350
4703700000589_2,-86.82251503250,36.08616154970
4703700000589_3,-86.81513666860,36.09045719430
4703700000589_4,-86.82960004160,36.07136939140
4703700000589_5,-86.82098188010,36.08665227490
4703700000589_6,-86.81522034410,36.08238414850
4703700000589_7,-86.82784177490,36.09015390320
4703700000589_8,-86.81756711750,36.08111389820
4703700000589_9,-86.83067822350,36.07581891240
4703700000589_10,-86.80978692490,36.08670348730
4703700000581_1,-86.85200610980,36.10481675590
4703700000581_2,-86.84891049660,36.10065168580
4703700000581_3,-86.86314447850,36.11005914520
4703700000581_4,-86.86179262190,36.11477818440
4703700000581_5,-86.85185312570,36.10057397380
4703700000581_6,-86.85300412970,36.10062029030
4703700000581_7,-86.84873951910,36.09805212580
4703700000581_8,-86.84940857660,36.09920893320
4703700000581_9,-86.85944402300,36.10505531690
4703700000581_10,-86.84462311730,36.10322366110
4703700000590_1,-86.83591915690,36.07606706100
4703700000590_2,-86.85543025010,36.05463504890
4703700000590_3,-86.83028184940,36.06677887480
4703700000590_4,-86.83894466780,36.06459123730
4703700000590_5,-86.83285355150,36.06797776900
4703700000590_6,-86.84635078010,36.06318962410
