1001,0:00:17,0:00:16,0:00:16,0:00:16,0:00:16,0:00:16,0:00:24,0:00:18,0:00:22,0:00:22,0:00:15,0:00:20,0:00:26,0:00:29,0:00:19,0:00:30,0:00:20,0:00:11,0:00:20,0:00:25,0:00:23,0:00:26,0:00:32,0:00:28,0:00:18,0:00:25,0:00:35,0:00:20,0:00:21,0:00:22,0:00:35,0:00:32,0:00:49,0:00:40,0:00:46,0:00:32,0:00:43,0:00:42,0:00:38,0:00:37,0:00:27,0:00:51,0:00:32,0:00:27,0:00:43,0:00:28,0:00:27,0:00:54,0:01:01,0:00:45,0:00:46,0:00:55,0:00:45,0:00:41,0:00:38,0:00:49,0:00:32,0:01:13,0:00:31
1002,0,0:00:17,0,0,0,0,0,0,0:10:39,0:00:23,0,0,0:04:20,0:02:23,0:10:28,0:06:25,0:00:21,0,0,0:06:32,0:00:23,0:04:29,0:02:29,0:06:35,0:06:31,0:04:20,0:06:22,0,0:02:22,0:00:22,0:04:49,0,0:00:49,0:00:40,0:00:46,0:04:50,0:00:48,0:02:35,0:04:27,0:02:27,0:02:51,0:02:33,0,0:00:27,0:09:01,0:00:29,0:05:01,0,0:01:01,0:06:45,0:01:06,0:00:55,0:04:38,0:00:41,0:02:48,0:02:32,0:00:32,0:01:10,0,0:04:50,0:02:59,0:04:50,0:00:54,0:04:42,0:00:55,0:00:42
1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0:00:28,0:00:19,0:00:30,0:08:23,0:00:14,0,0:00:25,0,0:04:29,0:00:32,0:02:20,0:00:18,0:00:25,0:04:56,0:00:30,0:00:56,0:00:22,0:00:35,0:02:49,0:00:49,0:00:40,0:00:46,0:00:32,0:00:47,0:02:34,0:00:34,0:02:27,0:00:27,0:02:32,0:00:32,0:00:27,0:00:43,0:02:27,0:00:27,0:00:54,0:01:01,0:00:45,0:01:06,0:00:55,0:04:38,0:06:32,0:00:38,0:00:49,0:00:32,0:01:09,0:00:38,0:00:47,0:00:44,0:00:50,0:00:43,0:04:41,0:02:41,0:00:41,0:00:39
1004,0:00:16,0,0:00:16,0,0,0:00:16,0:00:24,0:00:15,0:00:22,0:10:24,0:06:38,0:06:21,0:10:14,0:00:38,0,0,0:06:27,0:02:20,0:00:25,0:06:36,0:06:29,0,0:00:36,0,0:06:23,0:06:47,0:00:35,0:04:22,0:10:40,0,0:00:35,0:04:40,0,0:04:32,0:04:47,0,0,0:00:55,0:04:27,0:10:44,0:08:43,0,0:02:28,0:00:27,0:04:28,0:02:28,0:08:46,0:00:54,0:04:46,0:04:55,0,0:02:45,0:06:49,0,0:04:32,0:06:36,0:00:32,0:02:38,0:10:50,0:04:59,0:02:59,0:00:50,0,0:02:56,0:04:42,0:04:31,0:00:42,0:02:32
1005,0:00:17,0:00:16,0:00:16,0:00:16,0:00:16,0,0,0,0:00:22,0:10:21,0:06:38,0,0:04:21,0:02:21,0:04:20,0:10:23,0:04:20,0,0:10:28,0,0,0:00:26,0:06:31,0,0:02:25,0:06:56,0,0:04:22,0:00:21,0:00:22,0:08:46,0:02:49,0:02:40,0:02:48,0:10:38,0:06:38,0:10:59,0:00:42,0:04:27,0:00:37,0:00:27,0:06:43,0:02:28,0,0,0:07:01,0:00:27,0:08:55,0:02:45,0,0:06:45,0:00:55,0,0:09:09,0:00:38,0:05:09,0:00:32,0:01:09,0:00:38,0:08:51,0:00:44,0:04:51,0:00:54,0:00:51,0:00:58,0:00:41,0:00:42,0:00:58
1006,0,0,0,0,0,0,0,0:02:22,0,0:06:31,0,0,0:02:39,0,0,0,0,0:00:14,0:04:23,0,0:00:23,0,0:02:30,0,0,0,0:00:35,0:02:47,0:02:22,0:02:34,0:08:48,0,0:06:32,0:10:35,0:02:32,0:08:36,0:00:48,0:04:37,0:00:38,0:00:37,0:00:27,0,0:02:24,0:02:45,0:04:28,0:10:46,0:00:28,0,0:08:45,0:03:06,0:10:48,0:06:39,0:00:45,0:06:31,0:00:39,0:00:48,0,0:04:39,0,0:00:39,0,0:08:42,0:02:51,0,0:06:58,0:02:39,0:02:58,0:00:58
1007,0,0,0,0,0,0,0,0,0,0,0:04:30,0:10:20,0:10:14,0:08:14,0,0,0,0:00:10,0:04:23,0,0,0:00:26,0:00:33,0:04:25,0:00:18,0,0:06:22,0:00:20,0:02:22,0:04:32,0:02:38,0:00:32,0:00:49,0:00:40,0:00:48,0:00:32,0:00:47,0:00:42,0:04:27,0:02:27,0:04:32,0:00:51,0:02:27,0:00:28,0:02:30,0:08:45,0,0:04:45,0:01:01,0:00:45,0:02:55,0:00:55,0:00:51,0:04:49,0:10:38,0:10:44,0:00:32,0:04:39,0:00:38,0:00:38,0:00:40,0:04:51,0:06:41,0:00:51,0:00:56,0:02:39,0:00:39,0:00:31
1008,0,0,0:00:16,0,0,0,0:00:24,0,0:00:22,0:06:26,0:00:15,0:00:20,0,0:00:28,0,0:06:25,0,0,0:04:23,0:04:26,0,0,0,0:02:18,0:02:25,0:00:25,0,0:02:21,0:00:56,0:02:52,0:02:38,0:00:32,0:00:49,0:00:40,0:04:47,0:06:39,0:02:55,0:06:27,0:06:59,0,0:02:59,0:10:28,0:00:32,0:02:44,0:02:28,0:02:28,0:00:28,0:03:01,0,0:00:46,0:00:46,0:02:45,0:02:45,0:00:45,0,0:00:49,0:06:38,0:01:10,0,0:06:43,0:02:50,0:02:43,0,0:04:41,0:00:56,0:00:41
1009,0,0,0,0,0,0,0:04:22,0,0,0,0:10:30,0,0,0:08:14,0:04:26,0:00:30,0,0,0:00:19,0:08:29,0,0:04:29,0:00:33,0:08:23,0,0,0:10:32,0:04:22,0:06:38,0:00:22,0:02:38,0:02:49,0:00:49,0:10:35,0:00:45,0,0:02:56,0:02:39,0:00:39,0:02:47,0:08:43,0:04:28,0:00:32,0:02:44,0:00:43,0:08:46,0,0:00:54,0:02:46,0:00:44,0:02:54,0:00:54,0:06:49,0:00:42,0:04:31,0:02:31,0:00:31,0:01:09,0:04:39,0:00:38,0:02:59,0:00:50,0:02:50,0:04:41,0:02:41,0:02:38,0:02:31
1010,0,0,0,0,0,0,0,0,0,0:00:22,0:04:29,0:02:29,0:04:21,0,0:04:26,0,0:06:25,0:02:25,0,0:00:25,0:04:36,0:00:26,0,0:08:30,0:08:21,0:04:23,0:04:56,0:04:23,0:00:47,0:08:40,0:00:34,0:00:32,0:02:40,0:08:49,0:08:39,0,0:11:01,0:04:38,0:00:39,0:00:38,0:00:27,0:01:18,0:08:27,0:02:44,0:09:01,0:00:29,0,0:03:01,0:05:06,0:10:39,0:00:46,0:02:45,0:00:45,0:02:39,0:02:49,0:02:32,0:03:13,0:01:09,0:00:38,0:02:40,0:08:56,0:04:51,0:00:54,0:00:51,0:04:39,0,0:02:31,0:02:34
1011,0,0,0,0:00:15,0:04:13,0:10:16,0,0:06:20,0,0,0,0:06:21,0:10:14,0:10:20,0:00:24,0:00:30,0:06:27,0:00:14,0:00:20,0:00:25,0:00:23,0,0:06:25,0:04:25,0:06:30,0,0:02:30,0:04:22,0:02:22,0:02:53,0:00:35,0:00:32,0:00:49,0:02:46,0:04:47,0:00:32,0:00:47,0:04:38,0,0:06:32,0,0:02:32,0:08:28,0:02:44,0:02:29,0:07:01,0:06:45,0:04:46,0:01:01,0:00:45,0:00:46,0:04:45,0,0:00:41,0,0:06:38,0:03:09,0:01:09,0:00:38,0:06:43,0:00:40,0,0:00:54,0:04:41,0:00:56,0:04:58,0:00:39,0:01:06
1012,0,0:00:16,0,0:00:16,0:00:16,0:00:16,0:00:24,0:08:29,0:00:22,0,0:00:15,0:06:24,0,0,0:00:21,0,0:00:20,0:00:11,0:00:20,0:02:23,0,0:00:26,0:10:20,0:08:30,0:02:25,0:06:56,0:02:23,0:06:53,0:02:22,0:00:22,0:02:32,0,0:00:49,0:00:40,0:04:47,0:04:42,0:03:14,0,0,0:00:38,0:10:28,0:02:32,0:00:32,0:02:43,0:04:28,0:04:54,0:02:54,0,0:01:01,0:04:55,0:00:46,0:02:45,0,0:00:45,0:04:32,0:02:32,0:00:32,0:08:50,0:06:50,0:02:40,0:06:51,0:02:43,0:02:51,0,0:06:31
1013,0,0,0,0,0,0,0,0,0,0:00:23,0:06:39,0:04:39,0,0:04:30,0,0:04:14,0:02:14,0:00:14,0:06:33,0:10:25,0,0,0:10:24,0:04:25,0,0:00:25,0:10:31,0:02:21,0:00:21,0:02:52,0:02:37,0:00:31,0:00:50,0:00:40,0:00:48,0:08:36,0:00:48,0:00:43,0:00:34,0:00:37,0:00:27,0:04:28,0:00:33,0:00:28,0:00:43,0:08:45,0:00:28,0:00:53,0:01:01,0:04:55,0:01:06,0:00:55,0:04:38,0:00:41,0:02:48,0:00:52,0:03:10,0:02:36,0:02:39,0:00:39,0:02:59,0:06:55,0:00:54,0:00:50,0:00:55,0:02:39,0:00:42,0:00:31
101,0:00:16,0:00:17,0:00:16,0:00:16,0:00:16,0:00:15,0:00:24,0:00:14,0:00:22,0:00:22,0:00:15,0:00:20,0:00:26,0:00:28,0:00:19,0:00:30,0:00:20,0:00:11,0:00:20,0:00:25,0:00:23,0:00:26,0:00:33,0:00:29,0:00:18,0:00:25,0:00:35,0:00:23,0:00:21,0:00:23,0:00:35,0:00:32,0:00:49,0:00:40,0:00:46,0:00:32,0:00:47,0:00:42,0:00:34,0:00:38,0:00:27,0:00:51,0:00:32,0:00:27,0:00:43,0:00:29,0:00:27,0:00:54,0:01:01,0:00:45,0:00:46,0:00:55,0:00:45,0:00:41,0:00:38,0:00:53,0:00:32,0:01:09,0:00:31
102,0:00:17,0:00:17,0:00:16,0:00:16,0:00:16,0:00:16,0:00:24,0:00:14,0:00:22,0:00:22,0:00:15,0:00:20,0:00:27,0:00:39,0:00:19,0:00:30,0:00:20,0:00:14,0:00:19,0:00:25,0:00:24,0:00:27,0:00:32,0:00:28,0:00:18,0:00:25,0:00:35,0:00:19,0:00:22,0:00:22,0:00:35,0:00:32,0:00:49,0:00:40,0:00:45,0:00:31,0:00:48,0:00:43,0:00:35,0:00:37,0:00:26,0:00:51,0:00:32,0:00:26,0:00:44,0:02:28,0:00:28,0:00:54,0:01:00,0:00:46,0:00:46,0:00:54,0:00:45,0:00:45,0:00:38,0:00:49,0:00:31,0:01:09,0:00:31
103,0,0,0:04:17,0,0,0,0:00:24,0,0:08:29,0:08:39,0:00:17,0:00:20,0:00:26,0,0,0:00:30,0:00:20,0:00:11,0:00:25,0:02:23,0,0:00:26,0:00:41,0:00:29,0,0:00:25,0:08:35,0:06:35,0:04:35,0:08:40,0,0:06:46,0:06:32,0:06:47,0:02:32,0:10:47,0,0:08:59,0:00:39,0:00:38,0:02:59,0:08:28,0:00:32,0,0:04:28,0:02:27,0:00:31,0,0,0:00:45,0,0,0:02:41,0:00:41,0:04:32,0:00:53,0:04:36,0:01:09,0:00:38,0:04:50,0:00:40,0:02:53,0,0:00:51,0:00:56,0:06:32
104,0:00:17,0:00:17,0:00:17,0,0,0:00:17,0,0:00:14,0,0:00:22,0:00:17,0:00:21,0:00:27,0:00:39,0:00:24,0:04:14,0:00:20,0:00:11,0:00:24,0:02:32,0:04:32,0:06:20,0:06:36,0:04:25,0:06:19,0:00:25,0:00:35,0:02:22,0:10:40,0:02:52,0:02:32,0:00:32,0,0:06:48,0:00:47,0:00:31,0:03:17,0:02:35,0:02:38,0,0:06:23,0:00:51,0:00:32,0:06:29,0:04:29,0:02:28,0:05:00,0,0:01:00,0,0:00:46,0:06:38,0:06:49,0:02:38,0:07:09,0:00:53,0:03:13,0:02:36,0:04:44,0:02:39,0:02:50,0:02:44,0:00:44,0:08:57,0:00:58,0,0:00:38,0:00:31
105,0:00:16,0:00:16,0,0:00:16,0,0:00:16,0:00:24,0:02:22,0:10:38,0,0,0:00:27,0:10:14,0,0:04:26,0:00:30,0:00:20,0:06:31,0:00:25,0,0,0,0,0:10:47,0:02:25,0:00:34,0:06:22,0:04:22,0:00:21,0:04:38,0:02:38,0:04:40,0:02:40,0:00:40,0:08:34,0:02:47,0:02:42,0:08:51,0:00:39,0:00:38,0:04:32,0:02:32,0:02:27,0:02:43,0,0:04:54,0:08:46,0:03:01,0:08:45,0:00:46,0:00:46,0:10:32,0:00:45,0:09:09,0:11:18,0:00:49,0:04:36,0:10:54,0:04:40,0:06:54,0:00:44,0:00:59,0:00:43,0:02:56,0:04:39,0:06:32,0:00:39
106,0,0,0,0,0:06:22,0:00:17,0:02:19,0:00:19,0,0,0:10:30,0:04:39,0,0:06:21,0,0,0:08:23,0,0:04:23,0,0:10:25,0:00:26,0,0:00:27,0:00:18,0:00:25,0:00:35,0:00:20,0:02:22,0:00:22,0:02:31,0:02:50,0:00:50,0:00:40,0:00:46,0:00:32,0:00:43,0:04:37,0:00:38,0:02:27,0:00:27,0:00:51,0:00:33,0:00:27,0:00:43,0:02:28,0:00:28,0:00:53,0:01:00,0:04:55,0:00:46,0:00:55,0:00:52,0:02:38,0:00:38,0:00:48,0:00:32,0:01:10,0:00:39,0:00:39,0:00:40,0:00:59,0:00:43,0:00:50,0:00:55,0:00:42,0:00:39,0:02:34
107,0,0,0,0,0,0,0,0:06:18,0:00:21,0:08:38,0:10:29,0:08:29,0:00:26,0:00:38,0:10:24,0:06:23,0,0:04:26,0,0:02:23,0:04:35,0,0,0:04:24,0:06:29,0:00:24,0:00:34,0:00:22,0:02:21,0:02:34,0,0:04:39,0:00:48,0:04:30,0:02:30,0:04:49,0:04:38,0:00:42,0:02:37,0:00:37,0:02:57,0:08:28,0:06:28,0:02:42,0:04:27,0,0:02:53,0:00:53,0:08:44,0:06:44,0,0:00:53,0:04:37,0:02:37,0:02:48,0,0,0:01:12,0:00:37,0:00:45,0:00:38,0:02:53,0:00:43,0:00:51,0:02:40,0:00:40,0:02:56
108,0,0,0,0:00:17,0,0,0,0:00:18,0:00:22,0:00:23,0:00:16,0:00:27,0:00:27,0:00:39,0:04:26,0:04:14,0,0:06:31,0:00:25,0,0,0:06:17,0:08:35,0:10:47,0:10:22,0:02:35,0:00:35,0:04:22,0:08:50,0:06:50,0:04:50,0:02:50,0:06:32,0:00:40,0,0,0:00:48,0:10:33,0,0:04:59,0:08:45,0:02:33,0:00:33,0:00:33,0,0,0,0,0:01:01,0:08:45,0:02:55,0:04:45,0:04:38,0:00:45,0:04:31,0,0:00:31,0:04:39,0,0:00:39,0:00:44,0:06:55,0:08:39,0:02:55,0:00:55,0:06:32,0:02:58,0:02:34
109,0,0,0,0,0,0:02:23,0:00:24,0,0:08:30,0:00:22,0,0:00:29,0:10:14,0:10:19,0,0:00:30,0:06:27,0:06:24,0:06:27,0:04:27,0,0:06:18,0:00:32,0:10:57,0:06:19,0,0:02:23,0:06:55,0:02:22,0:00:22,0:02:38,0:06:47,0:02:42,0:00:40,0:00:45,0:02:48,0:00:48,0:04:38,0:00:39,0:10:44,0:02:51,0,0:06:29,0:06:29,0:02:29,0:02:29,0:06:46,0:00:54,0,0:08:45,0:06:45,0:04:45,0:02:45,0:09:09,0:02:49,0:08:38,0:03:13,0:01:09,0:00:38,0:00:46,0:00:39,0:02:43,0:02:50,0:06:38,0:02:41,0:06:31,0:00:38,0:00:31
1101,0,0,0:00:17,0:00:17,0:00:17,0:00:17,0:00:23,0:00:19,0:00:22,0:02:18,0:04:26,0:00:29,0:00:30,0:00:29,0:04:26,0:00:30,0:00:21,0,0:00:25,0:00:26,0,0:00:26,0:00:32,0:00:27,0:00:18,0:00:25,0:00:35,0:00:20,0:00:56,0:00:22,0:00:34,0:04:40,0:04:48,0:04:32,0:00:46,0:00:32,0:00:48,0:00:43,0:00:38,0:00:37,0:06:28,0:00:51,0:00:33,0:00:28,0:00:43,0:08:46,0:00:28,0:00:53,0:01:00,0:00:45,0:01:06,0:00:55,0:00:45,0:00:45,0:00:38,0:00:48,0:04:32,0:01:10,0:00:39,0:00:47,0:02:50,0:00:50,0:00:44,0:00:50,0:00:55,0:00:42,0:00:39,0:00:31
