# file...... outputs/current_output.csv
# date...... Wed May  1 19:38:27 2019
# user...... keegan
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,branch_1_meter_1:measured_current_A,branch_1_meter_1:measured_current_B,branch_1_meter_1:measured_current_C,branch_1_meter_2:measured_current_A,branch_1_meter_2:measured_current_B,branch_1_meter_2:measured_current_C,branch_1_meter_3:measured_current_A,branch_1_meter_3:measured_current_B,branch_1_meter_3:measured_current_C,branch_1_meter_4:measured_current_A,branch_1_meter_4:measured_current_B,branch_1_meter_4:measured_current_C,branch_1_meter_5:measured_current_A,branch_1_meter_5:measured_current_B,branch_1_meter_5:measured_current_C
2013-07-01 00:00:00 PDT,+0.584336-0.0149838j,-0.540933-0.876724j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.208011+0.36112j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.138671+0.240746j,+0.584336-0.0149838j,-0.388337-0.62746j,-0.138671+0.240746j
2013-07-01 00:01:00 PDT,+0.584336-0.0149838j,-0.540933-0.876724j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.208011+0.36112j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.138671+0.240746j,+0.584336-0.0149838j,-0.388337-0.62746j,-0.138671+0.240746j
2013-07-01 00:02:00 PDT,+0.584336-0.0149838j,-0.540933-0.876724j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.208011+0.36112j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.138671+0.240746j,+0.584336-0.0149838j,-0.388337-0.62746j,-0.138671+0.240746j
2013-07-01 00:03:00 PDT,+0.584336-0.0149838j,-0.540933-0.876724j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.208011+0.36112j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.138671+0.240746j,+0.584336-0.0149838j,-0.388337-0.62746j,-0.138671+0.240746j
2013-07-01 00:04:00 PDT,+0.584336-0.0149838j,-0.540933-0.876724j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.208011+0.36112j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.138671+0.240746j,+0.584336-0.0149838j,-0.388337-0.62746j,-0.138671+0.240746j
2013-07-01 00:05:00 PDT,+0.584336-0.0149838j,-0.540933-0.876724j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.208011+0.36112j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.138671+0.240746j,+0.584336-0.0149838j,-0.388337-0.62746j,-0.138671+0.240746j
2013-07-01 00:06:00 PDT,+0.584336-0.0149838j,-0.540933-0.876724j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.208011+0.36112j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.138671+0.240746j,+0.584336-0.0149838j,-0.388337-0.62746j,-0.138671+0.240746j
2013-07-01 00:07:00 PDT,+0.584336-0.0149838j,-0.540933-0.876724j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.208011+0.36112j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.138671+0.240746j,+0.584336-0.0149838j,-0.388337-0.62746j,-0.138671+0.240746j
2013-07-01 00:08:00 PDT,+0.584336-0.0149838j,-0.540933-0.876724j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.208011+0.36112j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.138671+0.240746j,+0.584336-0.0149838j,-0.388337-0.62746j,-0.138671+0.240746j
2013-07-01 00:09:00 PDT,+0.584336-0.0149838j,-0.540933-0.876724j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.277352+0.481494j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.208011+0.36112j,+0.584336-0.0149838j,-0.45795-0.747691j,-0.138671+0.240746j,+0.584336-0.0149838j,-0.388337-0.62746j,-0.138671+0.240746j
