startTime,endTime,energy
28,28,10.0
29,29,30.0
30,30,50.0
31,31,70.0
32,32,100.0
33,33,130.0
34,34,170.0
35,35,210.0
36,36,250.0
37,37,290.0
38,38,340.0
39,39,380.0
40,40,430.0
41,41,480.0
42,42,530.0
43,43,570.0
44,44,620.0
45,45,660.0
46,46,710.0
47,47,750.0
48,48,790.0
49,49,819.9999999999999
50,95,850.0
51,95,880.0000000000001
52,95,900.0
53,95,930.0000000000001
54,95,940.0
55,95,950.0
56,95,960.0
57,95,960.0
58,95,960.0
59,59,280.0
59,95,670.0
60,60,940.0
61,61,919.9999999999999
62,62,900.0
63,63,880.0000000000001
64,64,850.0
65,65,819.9999999999999
66,66,780.0
67,67,740.0
68,68,700.0
69,69,660.0
70,70,610.0
71,71,570.0
72,72,520.0
73,73,470.0
74,74,420.0
75,75,380.0
76,76,330.0
77,77,290.0
78,78,240.0
79,79,200.0
80,80,160.0
81,81,130.0
82,82,100.0
83,83,70.0
84,84,50.0
85,85,30.0
86,86,10.0
