startTime,endTime,energy
1,1,-40.0
2,2,-30.0
3,3,-30.0
4,4,-30.0
5,5,-30.0
6,6,-20.0
7,7,-20.0
8,8,-20.0
9,9,-20.0
10,10,-20.0
11,11,-20.0
12,12,-20.0
13,13,-20.0
14,14,-20.0
15,15,-20.0
16,16,-20.0
17,17,-20.0
18,18,-20.0
19,19,-20.0
20,20,-20.0
21,21,-20.0
22,22,-20.0
23,23,-30.0
24,24,-30.0
25,25,-30.0
26,26,-40.0
27,27,-50.0
28,28,-50.0
29,29,-50.0
30,30,-60.0
31,31,-60.0
32,32,-60.0
33,33,-60.0
34,34,-60.0
35,35,-60.0
36,36,-60.0
37,37,-60.0
38,38,-60.0
39,39,-60.0
40,40,-60.0
41,41,-60.0
42,42,-60.0
43,43,-60.0
44,44,-60.0
45,45,-60.0
46,46,-60.0
47,47,-60.0
48,48,-60.0
49,49,-70.0
50,50,-70.0
51,51,-70.0
52,52,-70.0
53,53,-70.0
54,54,-70.0
55,55,-70.0
56,56,-60.0
57,57,-60.0
58,58,-60.0
59,59,-60.0
60,60,-50.0
61,61,-50.0
62,62,-50.0
63,63,-50.0
64,64,-50.0
65,65,-50.0
66,66,-50.0
67,67,-50.0
68,68,-50.0
69,69,-50.0
70,70,-50.0
71,71,-50.0
72,72,-60.0
73,73,-60.0
74,74,-60.0
75,75,-60.0
76,76,-70.0
77,77,-70.0
78,78,-70.0
79,79,-70.0
80,80,-70.0
81,81,-70.0
82,82,-70.0
83,83,-70.0
84,84,-70.0
85,85,-70.0
86,86,-70.0
87,87,-70.0
88,88,-70.0
89,89,-70.0
90,90,-60.0
91,91,-60.0
92,92,-60.0
93,93,-60.0
94,94,-50.0
95,95,-50.0
96,96,-40.0
