startTime,endTime,energy
1,1,-3.9
2,2,-3.7
3,3,-3.6
4,4,-3.4
5,5,-3.3
6,6,-3.2
7,7,-3.1
8,8,-3.0
9,9,-2.9
10,10,-2.9
11,11,-2.9
12,12,-2.9
13,13,-2.9
14,14,-2.9
15,15,-2.9
16,16,-3.0
17,17,-3.2
18,18,-3.4
19,19,-3.6
20,20,-3.8
21,21,-3.9
22,22,-3.9
23,23,-3.8
24,24,-3.8
25,25,-3.9
26,26,-4.0
27,27,-4.1
28,28,-4.3
29,29,-4.7
30,30,-5.1
31,31,-5.7
32,32,-6.5
33,33,-7.4
34,34,-8.4
35,35,-9.4
36,36,-10.1
37,37,-10.5
38,38,-10.7
39,39,-10.8
40,40,-10.8
41,41,-10.8
42,42,-10.9
43,43,-11.0
44,44,-11.1
45,45,-11.2
46,46,-11.3
47,47,-11.3
48,48,-11.3
49,49,-11.1
50,50,-10.8
51,51,-10.5
52,52,-10.1
53,53,-9.7
54,54,-9.4
55,55,-9.1
56,56,-8.9
57,57,-8.8
58,58,-8.8
59,59,-8.9
60,60,-9.1
61,61,-9.3
62,62,-9.4
63,63,-9.6
64,64,-9.6
65,65,-9.6
66,66,-9.6
67,67,-9.5
68,68,-9.4
69,69,-9.4
70,70,-9.3
71,71,-9.2
72,72,-8.9
73,73,-8.5
74,74,-7.9
75,75,-7.2
76,76,-6.6
77,77,-6.0
78,78,-5.4
79,79,-5.0
80,80,-4.8
81,81,-4.7
82,82,-4.8
83,83,-4.8
84,84,-4.9
85,85,-4.9
86,86,-4.8
87,87,-4.7
88,88,-4.5
89,89,-4.5
90,90,-4.4
91,91,-4.3
92,92,-4.3
93,93,-4.2
94,94,-4.2
95,95,-4.1
96,96,-4.0
