startTime,endTime,energy
1,1,-0.5
2,2,-0.5
3,3,-0.4
4,4,-0.4
5,5,-0.3
6,6,-0.3
7,7,-0.3
8,8,-0.3
9,9,-0.3
10,10,-0.3
11,11,-0.3
12,12,-0.3
13,13,-0.3
14,14,-0.3
15,15,-0.3
16,16,-0.3
17,17,-0.3
18,18,-0.3
19,19,-0.3
20,20,-0.3
21,21,-0.3
22,22,-0.3
23,23,-0.4
24,24,-0.4
25,25,-0.5
26,26,-0.5
27,27,-0.6
28,28,-0.7
29,29,-0.7
30,30,-0.8
31,31,-0.8
32,32,-0.8
33,33,-0.8
34,34,-0.8
35,35,-0.8
36,36,-0.8
37,37,-0.9
38,38,-0.8
39,39,-0.8
40,40,-0.8
41,41,-0.8
42,42,-0.8
43,43,-0.8
44,44,-0.8
45,45,-0.8
46,46,-0.8
47,47,-0.8
48,48,-0.9
49,49,-0.9
50,50,-0.9
51,51,-0.9
52,52,-1.0
53,53,-0.9
54,54,-0.9
55,55,-0.9
56,56,-0.8
57,57,-0.8
58,58,-0.8
59,59,-0.8
60,60,-0.7
61,61,-0.7
62,62,-0.7
63,63,-0.7
64,64,-0.7
65,65,-0.7
66,66,-0.7
67,67,-0.7
68,68,-0.7
69,69,-0.7
70,70,-0.7
71,71,-0.7
72,72,-0.8
73,73,-0.8
74,74,-0.8
75,75,-0.8
76,76,-0.9
77,77,-0.9
78,78,-1.0
79,79,-1.0
80,80,-1.0
81,81,-1.0
82,82,-1.0
83,83,-1.0
84,84,-1.0
85,85,-0.9
86,86,-0.9
87,87,-0.9
88,88,-0.9
89,89,-0.9
90,90,-0.9
91,91,-0.8
92,92,-0.8
93,93,-0.7
94,94,-0.7
95,95,-0.6
96,96,-0.6
