startTime,endTime,energy
27,27,20.0
28,28,110.00000000000001
29,29,250.0
30,30,409.99999999999994
31,31,620.0
32,32,850.0
33,33,1120.0
34,34,1410.0
35,35,1730.0
36,36,2060.0
37,37,2420.0
38,38,2790.0
39,39,3180.0
40,40,3570.0000000000005
41,41,3960.0
42,42,4360.0
43,43,4750.0
44,44,5130.0
45,45,5500.0
46,46,5860.0
47,47,6200.0
48,48,6509.999999999999
49,49,6809.999999999999
50,50,6070.0
50,95,1000.0
51,51,6300.0
51,95,1000.0
52,52,6509.999999999999
52,95,1000.0
53,53,6670.0
53,95,1000.0
54,54,6800.0
54,95,1000.0
55,55,6900.0
55,95,1000.0
56,56,6950.0
56,95,1000.0
57,57,6970.0
57,95,1000.0
58,58,6950.0
58,95,1000.0
59,59,7890.000000000001
60,60,7790.000000000001
61,61,7650.0
62,62,7480.0
63,63,7270.0
64,64,7040.000000000001
65,65,6770.0
66,66,6470.0
67,67,6150.0
68,68,5810.0
69,69,5450.0
70,70,5080.0
71,71,4690.0
72,72,4300.0
73,73,3910.0
74,74,3510.0
75,75,3120.0
76,76,2740.0
77,77,2370.0
78,78,2010.0000000000002
79,79,1680.0
80,80,1360.0
81,81,1070.0
82,82,810.0
83,83,580.0
84,84,380.0
85,85,220.00000000000003
86,86,90.0
