17:15:43, FinancialAdded, address,0x65a7d6545128aadabeb21242f675903d45d73064, amount,100
17:15:43, AssetAdded, end,57, power,-88, address,0x65a7d6545128aadabeb21242f675903d45d73064, assetID,0, start,57
17:15:43, FinancialAdded, address,0x94e10cf70431c5585df7669f74c887e46b63113d, amount,100
17:15:43, AssetAdded, end,57, power,-60, address,0x94e10cf70431c5585df7669f74c887e46b63113d, assetID,1, start,57
17:15:43, FinancialAdded, address,0xd8dbf4187fbd5fb960eb89782a6ef8bc0ac3afaf, amount,100
17:15:43, AssetAdded, end,57, power,-68, address,0xd8dbf4187fbd5fb960eb89782a6ef8bc0ac3afaf, assetID,2, start,57
17:15:43, FinancialAdded, address,0xdcb00d44db5fdd64779acf99c362a4125bb78292, amount,100
17:15:43, AssetAdded, end,57, power,-86, address,0xdcb00d44db5fdd64779acf99c362a4125bb78292, assetID,3, start,57
17:15:44, FinancialAdded, address,0x823e84804b0f5b9e1a0f1ef474d3cb1a6578d4b4, amount,100
17:15:44, AssetAdded, end,57, power,-74, address,0x823e84804b0f5b9e1a0f1ef474d3cb1a6578d4b4, assetID,4, start,57
17:15:44, FinancialAdded, address,0x30112d0e2cb5503c43686a4ffb5b67c92d4dcc1f, amount,100
17:15:44, AssetAdded, end,57, power,-65, address,0x30112d0e2cb5503c43686a4ffb5b67c92d4dcc1f, assetID,5, start,57
17:15:44, FinancialAdded, address,0x5004409ac83cae962cceb49cf7365325d1710584, amount,100
17:15:44, AssetAdded, end,57, power,-85, address,0x5004409ac83cae962cceb49cf7365325d1710584, assetID,6, start,57
17:15:44, FinancialAdded, address,0xc493ed4928de34469406de6aeee6489fec4c3bd4, amount,100
17:15:44, AssetAdded, end,57, power,301, address,0xc493ed4928de34469406de6aeee6489fec4c3bd4, assetID,7, start,57
17:15:44, FinancialAdded, address,0xbe204032c85eca5fa322d1fe81b3d9668dd61c8f, amount,100
17:15:44, AssetAdded, end,57, power,795, address,0xbe204032c85eca5fa322d1fe81b3d9668dd61c8f, assetID,8, start,57
17:16:09, OfferPosted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, power,795, start,57, end,57, price,1, offerID,0, assetID,8
17:16:09, OfferPosted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, power,301, start,57, end,57, price,1, offerID,1, assetID,7
17:16:13, AssetAdded, end,57, power,727, address,0xbe204032c85eca5fa322d1fe81b3d9668dd61c8f, assetID,9, start,57
17:16:13, OfferAccepted,,,,,,,,,,,,,,,, transPower,68, transStart,57, transEnd,57, offerID,0, assetID,2, price,1
17:16:13, AssetAdded, end,57, power,241, address,0xc493ed4928de34469406de6aeee6489fec4c3bd4, assetID,10, start,57
17:16:13, OfferAccepted,,,,,,,,,,,,,,,, transPower,60, transStart,57, transEnd,57, offerID,1, assetID,1, price,1
17:16:17, OfferPosted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, power,241, start,57, end,57, price,1, offerID,2, assetID,10
17:16:17, OfferPosted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, power,727, start,57, end,57, price,1, offerID,3, assetID,9
17:16:33, AssetAdded, end,57, power,155, address,0xc493ed4928de34469406de6aeee6489fec4c3bd4, assetID,11, start,57
17:16:33, OfferAccepted,,,,,,,,,,,,,,,, transPower,86, transStart,57, transEnd,57, offerID,2, assetID,3, price,1
17:16:33, AssetAdded, end,57, power,639, address,0xbe204032c85eca5fa322d1fe81b3d9668dd61c8f, assetID,12, start,57
17:16:33, OfferAccepted,,,,,,,,,,,,,,,, transPower,88, transStart,57, transEnd,57, offerID,3, assetID,0, price,1
17:16:43, OfferPosted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, power,155, start,57, end,57, price,1, offerID,4, assetID,11
17:16:43, OfferPosted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, power,639, start,57, end,57, price,1, offerID,5, assetID,12
17:16:59, AssetAdded, end,57, power,90, address,0xc493ed4928de34469406de6aeee6489fec4c3bd4, assetID,13, start,57
17:16:59, OfferAccepted,,,,,,,,,,,,,,,, transPower,65, transStart,57, transEnd,57, offerID,4, assetID,5, price,1
17:16:59, AssetAdded, end,57, power,565, address,0xbe204032c85eca5fa322d1fe81b3d9668dd61c8f, assetID,14, start,57
17:16:59, OfferAccepted,,,,,,,,,,,,,,,, transPower,74, transStart,57, transEnd,57, offerID,5, assetID,4, price,1
17:17:11, OfferPosted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, power,565, start,57, end,57, price,1, offerID,6, assetID,14
17:17:11, OfferPosted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, power,90, start,57, end,57, price,1, offerID,7, assetID,13
17:17:14, FinancialAdded, address,0x65a7d6545128aadabeb21242f675903d45d73064, amount,100
17:17:14, AssetAdded, end,58, power,-89, address,0x65a7d6545128aadabeb21242f675903d45d73064, assetID,15, start,58
17:17:14, FinancialAdded, address,0x94e10cf70431c5585df7669f74c887e46b63113d, amount,100
17:17:14, AssetAdded, end,58, power,-61, address,0x94e10cf70431c5585df7669f74c887e46b63113d, assetID,16, start,58
17:17:14, FinancialAdded, address,0xd8dbf4187fbd5fb960eb89782a6ef8bc0ac3afaf, amount,100
17:17:14, AssetAdded, end,58, power,-69, address,0xd8dbf4187fbd5fb960eb89782a6ef8bc0ac3afaf, assetID,17, start,58
17:17:14, FinancialAdded, address,0xdcb00d44db5fdd64779acf99c362a4125bb78292, amount,100
