startTime,endTime,energy
1,1,2.0
2,2,1.8
3,3,1.5
4,4,1.4
5,5,1.3
6,6,1.2
7,7,1.2
8,8,1.2
9,9,1.2
10,10,1.2
11,11,1.2
12,12,1.2
13,13,1.2
14,14,1.2
15,15,1.2
16,16,1.2
17,17,1.2
18,18,1.2
19,19,1.2
20,20,1.2
21,21,1.2
22,22,1.2
23,23,1.4
24,24,1.5
25,25,1.9000000000000001
26,26,2.0
27,27,2.5
28,28,2.5999999999999996
29,29,2.8
30,30,3.0
31,31,3.0
32,32,3.1
33,33,3.1
34,34,3.2
35,35,3.2
36,36,3.3000000000000003
37,37,3.4000000000000004
38,38,3.3000000000000003
39,39,3.2
40,40,3.2
41,41,3.2
42,42,3.2
43,43,3.1
44,44,3.1
45,45,3.1
46,46,3.2
47,47,3.2
48,48,3.4000000000000004
49,49,3.4000000000000004
50,50,3.5
51,51,3.5999999999999996
52,52,3.8000000000000003
53,53,3.5999999999999996
54,54,3.5
55,55,3.4000000000000004
56,56,3.3000000000000003
57,57,3.1
58,58,3.1
59,59,3.0
60,60,2.8
61,61,2.6999999999999997
62,62,2.5999999999999996
63,63,2.5999999999999996
64,64,2.5999999999999996
65,65,2.5999999999999996
66,66,2.5999999999999996
67,67,2.5999999999999996
68,68,2.5999999999999996
69,69,2.5999999999999996
70,70,2.5999999999999996
71,71,2.8
72,72,3.0
73,73,3.1
74,74,3.1
75,75,3.3000000000000003
76,76,3.4000000000000004
77,77,3.5
78,78,3.8000000000000003
79,79,3.9
80,80,3.9
81,81,3.9
82,82,3.9
83,83,3.8000000000000003
84,84,3.8000000000000003
85,85,3.5999999999999996
86,86,3.5999999999999996
87,87,3.5
88,88,3.4000000000000004
89,89,3.4000000000000004
90,90,3.4000000000000004
91,91,3.2
92,92,3.1
93,93,3.0
94,94,2.5999999999999996
95,95,2.5
96,96,2.1
