startTime,endTime,energy
1,1,9.3
2,2,8.1
3,3,7.7
4,4,7.4
5,5,6.9
6,6,6.500000000000002
7,7,6.400000000000001
8,8,6.300000000000001
9,9,6.100000000000001
10,10,6.100000000000001
11,11,6.000000000000001
12,12,6.000000000000001
13,13,5.9
14,14,5.700000000000001
15,15,5.700000000000001
16,16,5.800000000000001
17,17,6.100000000000001
18,18,6.4
19,19,6.800000000000001
20,20,7.000000000000002
21,21,7.100000000000001
22,22,7.100000000000001
23,23,7.7
24,24,7.9
25,25,8.7
26,26,9.5
27,27,10.5
28,28,11.600000000000001
29,29,12.100000000000001
30,30,13.1
31,31,13.7
32,32,14.7
33,33,15.7
34,34,16.799999999999997
35,35,18.0
36,36,18.799999999999997
37,37,19.199999999999996
38,38,19.4
39,39,19.299999999999997
40,40,19.2
41,41,19.199999999999996
42,42,19.1
43,43,19.1
44,44,19.2
45,45,19.3
46,46,19.5
47,47,19.799999999999997
48,48,20.1
49,49,20.4
50,50,20.299999999999997
51,51,20.099999999999998
52,52,19.799999999999997
53,53,19.4
54,54,19.0
55,55,18.4
56,56,17.5
57,57,17.0
58,58,16.7
59,59,16.7
60,60,16.700000000000003
61,61,16.6
62,62,16.6
63,63,16.8
64,64,16.700000000000003
65,65,16.6
66,66,16.5
67,67,16.4
68,68,16.5
69,69,16.5
70,70,16.5
71,71,16.5
72,72,16.6
73,73,16.4
74,74,16.1
75,75,15.999999999999998
76,76,16.0
77,77,15.599999999999998
78,78,15.399999999999999
79,79,15.099999999999998
80,80,15.099999999999998
81,81,15.099999999999998
82,82,14.799999999999997
83,83,14.899999999999999
84,84,14.7
85,85,14.7
86,86,14.499999999999998
87,87,14.399999999999999
88,88,14.1
89,89,14.0
90,90,13.599999999999998
91,91,13.099999999999998
92,92,12.6
93,93,12.1
94,94,11.5
95,95,10.5
96,96,9.9
