startTime,endTime,energy
1,1,8.5
2,2,7.700000000000001
3,3,7.200000000000001
4,4,6.700000000000001
5,5,6.300000000000001
6,6,6.1000000000000005
7,7,5.9
8,8,5.8
9,9,5.7
10,10,5.7
11,11,5.7
12,12,5.7
13,13,5.7
14,14,5.7
15,15,5.7
16,16,5.8
17,17,6.0
18,18,6.2
19,19,6.4
20,20,6.6
21,21,6.7
22,22,6.800000000000001
23,23,6.900000000000001
24,24,7.300000000000002
25,25,8.299999999999999
26,26,8.7
27,27,9.799999999999999
28,28,10.4
29,29,11.2
30,30,11.999999999999998
31,31,12.799999999999999
32,32,13.700000000000001
33,33,14.700000000000003
34,34,15.900000000000002
35,35,17.0
36,36,17.700000000000003
37,37,18.1
38,38,18.3
39,39,18.400000000000002
40,40,18.400000000000002
41,41,18.300000000000004
42,42,18.400000000000002
43,43,18.300000000000004
44,44,18.400000000000002
45,45,18.5
46,46,18.8
47,47,18.900000000000002
48,48,18.900000000000002
49,49,19.2
50,50,19.3
51,51,19.0
52,52,18.7
53,53,18.199999999999996
54,54,17.799999999999997
55,55,17.0
56,56,16.5
57,57,16.1
58,58,16.000000000000004
59,59,15.799999999999999
60,60,15.899999999999999
61,61,15.7
62,62,15.799999999999999
63,63,15.799999999999999
64,64,15.7
65,65,15.6
66,66,15.6
67,67,15.5
68,68,15.5
69,69,15.6
70,70,15.7
71,71,15.699999999999998
72,72,15.799999999999999
73,73,15.700000000000001
74,74,15.200000000000003
75,75,14.800000000000002
76,76,14.7
77,77,14.5
78,78,14.0
79,79,13.999999999999998
80,80,13.999999999999998
81,81,13.899999999999999
82,82,13.799999999999997
83,83,13.5
84,84,13.5
85,85,13.4
86,86,13.299999999999999
87,87,13.200000000000001
88,88,12.9
89,89,12.700000000000001
90,90,12.200000000000003
91,91,11.900000000000002
92,92,11.5
93,93,10.999999999999998
94,94,10.4
95,95,9.799999999999999
96,96,9.0
