startTime,endTime,energy
1,1,4.4
2,2,4.2
3,3,3.9000000000000004
4,4,3.7
5,5,3.5
6,6,3.3
7,7,3.2
8,8,3.1
9,9,3.0
10,10,3.0
11,11,3.0
12,12,3.0
13,13,3.0
14,14,3.0
15,15,3.0
16,16,3.1
17,17,3.3
18,18,3.4
19,19,3.6
20,20,3.6999999999999997
21,21,3.6999999999999997
22,22,3.8
23,23,4.0
24,24,4.1
25,25,4.3
26,26,4.6
27,27,5.0
28,28,5.300000000000001
29,29,5.699999999999999
30,30,6.3
31,31,6.7
32,32,7.3
33,33,8.1
34,34,8.8
35,35,9.5
36,36,10.100000000000001
37,37,10.5
38,38,10.600000000000001
39,39,10.5
40,40,10.5
41,41,10.5
42,42,10.6
43,43,10.7
44,44,10.7
45,45,10.799999999999999
46,46,10.9
47,47,10.9
48,48,11.100000000000001
49,49,11.0
50,50,10.8
51,51,10.700000000000001
52,52,10.5
53,53,10.1
54,54,9.8
55,55,9.6
56,56,9.1
57,57,9.1
58,58,9.0
59,59,9.1
60,60,9.0
61,61,9.1
62,62,9.2
63,63,9.2
64,64,9.2
65,65,9.2
66,66,9.1
67,67,9.0
68,68,9.0
69,69,9.1
70,70,9.1
71,71,9.0
72,72,9.1
73,73,8.7
74,74,8.4
75,75,8.0
76,76,7.699999999999999
77,77,7.300000000000001
78,78,7.1
79,79,6.800000000000001
80,80,6.7
81,81,6.7
82,82,6.6
83,83,6.7
84,84,6.7
85,85,6.6000000000000005
86,86,6.4
87,87,6.3
88,88,6.199999999999999
89,89,6.199999999999999
90,90,6.0
91,91,5.800000000000001
92,92,5.6
93,93,5.5
94,94,5.3
95,95,5.0
96,96,4.8
