startTime,endTime,energy
1,1,0.0
2,2,0.0
3,3,0.0
4,4,0.0
5,5,0.0
6,6,0.0
8,8,0.0
9,9,0.0
10,10,0.0
11,11,0.0
12,12,0.0
13,13,0.0
14,14,0.0
15,15,0.0
16,16,0.0
17,17,0.0
19,19,0.0
20,20,0.0
21,21,0.0
22,22,0.0
24,24,0.0
25,25,0.0
26,26,0.0003707827374872407
27,27,0.01212833691562887
28,28,0.03223245310769439
29,29,0.06520636890805018
30,30,0.1073215097622738
31,31,0.15008692601558393
32,32,0.2151109923161114
33,33,0.3485840830766488
34,34,0.5120309388545681
35,35,0.7026571879945139
36,36,0.9081080318320198
37,37,1.119060628560645
38,38,1.316736851299414
39,39,1.5059530491058855
40,40,1.6835120408598432
41,41,1.8770098856565898
42,42,2.066143379990089
43,43,2.2108289973901223
44,44,2.3015890809007766
45,45,2.2242397102331517
46,46,2.0391018898139293
48,48,1.8912559317022704
49,49,2.130144541508135
50,50,2.529999163105043
51,51,2.8333886272400424
52,52,3.036755086663848
53,53,3.065710071475222
54,54,2.9732016754482413
55,55,2.8915056825244276
56,56,2.8218218446886216
57,57,2.774934839026545
58,58,2.7434119171363665
59,59,2.710233908119874
60,60,2.6762718502568945
61,61,2.6544892889055687
62,62,2.631813762540599
63,63,2.580469252098492
64,64,2.5024524631313807
65,65,2.3888970773330147
66,66,2.2501117615181103
67,67,2.1071875883918265
68,68,1.9583211245161936
69,69,1.812079702026202
70,70,1.6613160253860586
71,71,1.4924000086561984
72,72,1.3079451409957537
73,73,1.1116215018265827
74,74,0.9093481459806076
75,75,0.7015978499975245
76,76,0.49600809621241176
77,77,0.34098626950133865
78,78,0.30017675178508807
79,79,0.26534084195689256
80,80,0.22891713137701886
81,81,0.18208715759715832
83,83,0.08856665080612487
84,84,0.052914741292612345
85,85,0.02940825710998779
86,86,0.014824994370041577
87,87,0.003143871716881996
88,88,0.0
89,89,0.0
90,90,0.0
91,91,0.0
92,92,0.0
93,93,0.0
94,94,0.0
95,95,0.0
96,96,0.0
