startTime,endTime,energy
1,1,0.0
2,2,0.0
3,3,0.0
4,4,0.0
6,6,0.0
7,7,0.0
8,8,0.0
9,9,0.0
10,10,0.0
11,11,0.0
12,12,0.0
13,13,0.0
14,14,0.0
15,15,0.0
16,16,0.0
18,18,0.0
19,19,0.0
20,20,0.0
21,21,0.0
22,22,0.0
23,23,0.0
24,24,0.0
25,25,0.0
27,27,0.008623095249977501
28,28,0.029597557508240165
29,29,0.06370297837609895
30,30,0.10699913492353956
31,31,0.15010029752168894
32,32,0.21566073722066353
33,33,0.3542495907113059
34,34,0.5251724109545044
35,35,0.7226355285129958
36,36,0.9419224680334567
37,37,1.1654849556780424
38,38,1.3837826311598926
39,39,1.588357150080907
40,40,1.7819000927485518
41,41,1.9972329042255583
42,42,2.2118626480597463
43,43,2.373937338404921
44,44,2.478767395441184
45,45,2.392051240629362
47,47,2.0461636302583073
48,48,2.0139577100655566
49,49,2.2930036618843235
50,50,2.740021487223616
51,51,3.1029640441824133
52,52,3.3477843779747176
53,53,3.3825913617650625
54,54,3.270108019979986
55,55,3.169924685839078
56,56,3.0870576571359774
57,57,3.0322802925773047
58,58,2.9949494329534194
59,59,2.9554519847114755
60,60,2.9143225904643226
62,62,2.8621730198402298
63,63,2.800205298967046
64,64,2.7086066598633463
65,65,2.575212966288872
66,66,2.4167075847377992
67,67,2.2537048583205768
68,68,2.08230078277598
69,69,1.9240051068890494
70,70,1.7560717926186733
72,72,1.3700521898231486
73,73,1.1581732931164683
74,74,0.9422240647661627
75,75,0.7231906460965567
76,76,0.5115293757295862
77,77,0.3476117597532087
78,78,0.3053229497869555
79,79,0.2696053334123197
80,80,0.2321848411153145
81,81,0.1836648611902672
82,82,0.13150145356462872
83,83,0.08778458793056741
84,84,0.05135910015847339
85,85,0.027225344611975212
86,86,0.012183475860121537
87,87,0.0007541502231088998
89,89,0.0
90,90,0.0
91,91,0.0
92,92,0.0
93,93,0.0
94,94,0.0
95,95,0.0
96,96,0.0
