# file...... outputs/power_output.csv
# date...... Fri May  3 12:31:31 2019
# user...... keegan
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,network_node:distribution_load,branch_1_meter_1:measured_real_power,branch_1_meter_2:measured_real_power,branch_1_meter_3:measured_real_power,branch_1_meter_4:measured_real_power,branch_1_meter_5:measured_real_power,branch_2_meter_1:measured_real_power,branch_2_meter_2:measured_real_power,branch_2_meter_3:measured_real_power,branch_2_meter_4:measured_real_power,branch_2_meter_5:measured_real_power,branch_3_meter_1:measured_real_power,branch_3_meter_2:measured_real_power,branch_3_meter_3:measured_real_power,branch_3_meter_4:measured_real_power,branch_3_meter_5:measured_real_power
2013-07-01 08:10:00 PDT,+1493.21+359.003j,+1493.08452366,+415.300151423,+967.884019114,+1520.46896792,+2073.05277176,+995.252146447,+1547.83854679,+2100.42419783,+1022.84011856,+1575.42650315,+497.853950599,-579.95543069,-27.3676408607,+525.21999344,+1077.80714532
2013-07-01 08:11:00 PDT,+1357.74+359.125j,+1357.61456201,+279.829007412,+847.465824691,+1415.10376814,+1982.74055252,+904.938720965,+1472.57810546,+2040.21672902,+962.63242102,+1530.27175769,+452.698979999,-625.112278563,-57.4715539318,+510.169024864,+1077.80911275
2013-07-01 08:12:00 PDT,+1220.01+359.253j,+1219.88012915,+142.09336735,+725.034754917,+1307.97731532,+1890.91870322,+813.115633164,+1396.0596253,+1979.00284514,+901.418303565,+1484.36221575,+406.789202635,-671.023965487,-88.0786827971,+494.866464677,+1077.81111286
2013-07-01 08:13:00 PDT,+1080.05+359.388j,+1079.92342069,+2.13542696039,+600.628316912,+1199.12242799,+1797.6153539,+719.811012851,+1318.3065476,+1916.80129901,+839.216519045,+1437.71194169,+360.138682638,-717.676426791,-119.179651246,+479.317000665,+1077.81314504
2013-07-01 08:14:00 PDT,+937.913+359.529j,+937.786629581,-140.002620663,+474.284015462,+1088.57192266,+1702.85863281,+625.052988087,+1239.34231223,+1853.63084231,+776.045819141,+1390.33499903,+312.761483264,-765.055598679,-150.765083649,+463.525320325,+1077.81520865
2013-07-01 08:15:00 PDT,+793.638+359.677j,+793.511943372,-284.278587864,+346.039350519,+976.358611604,+1606.67666461,+528.86968331,+1159.19035599,+1789.51022427,+711.924953124,+1342.24544946,+264.671665963,-813.147419157,-182.825605581,+447.496110551,+1077.81730307
2013-07-01 08:16:00 PDT,-554.993+361.276j,-555.128800066,-1632.93157763,-852.757332033,-72.5812355959,+707.593598729,-370.226524605,+409.951006715,+1190.12766238,+112.5400181,+892.717098768,-184.85953626,-1262.69739598,-482.519158993,+297.659148344,+1077.83687127
2013-07-01 08:17:00 PDT,-703.408+361.479j,-703.545240868,-1781.34939605,-984.683624259,-188.015938508,+608.650484807,-469.171156193,+327.497974977,+1124.16622549,+46.5783140663,+843.246967251,-234.33002,-1312.16995111,-515.50015868,+281.16972718,+1077.83902343
2013-07-01 08:18:00 PDT,-853.834+361.69j,-853.972973326,-1931.77853085,-1118.39774437,-305.014978942,+508.366524843,-569.456668847,+243.927554308,+1057.31089231,-20.2772911069,+793.106426929,-284.470925098,-1362.31295675,-548.928116638,+264.456841226,+1077.84120451
2013-07-01 08:19:00 PDT,-1006.23+361.908j,-1006.36986188,-2084.17684634,-1253.8622386,-423.545585035,+406.769808835,-671.054972712,+159.263152714,+989.580389014,-88.00807121,+742.309522193,-335.268207373,-1413.11236817,-582.793669945,+247.525171625,+1077.84341389
2013-07-01 08:20:00 PDT,-1160.55+362.135j,-1160.69379041,-2238.50222622,-1391.03967044,-543.575000028,+303.888413834,-773.937990869,+73.5281674205,+920.993433156,-156.595308659,+690.870290963,-386.707829107,-1464.55414712,-617.087459992,+230.379397365,+1077.84565095
2013-07-01 08:21:00 PDT,-1316.76+362.37j,-1316.90266496,-2394.7125764,-1529.89262309,-665.070484419,+199.750402096,-878.077661189,-13.2540166706,+851.568732433,-226.020295728,+638.802763768,-438.775759971,-1516.62426272,-651.800133093,+213.024194973,+1077.84791506
2013-07-01 08:22:00 PDT,-1474.81+362.614j,-1474.95441655,-2552.76582771,-1670.38370193,-787.999318108,+94.3838192477,-983.445938159,-101.060028506,+781.324983463,-296.264335772,+586.120962822,-491.457977945,-1569.30869239,-686.922341099,+195.464238206,+1077.85020563
2013-07-01 08:23:00 PDT,-1634.66+362.866j,-1634.80700388,-2712.61993872,-1812.47553698,-912.328802544,-12.1833075575,-1090.01479473,-189.86651242,+710.280870551,-367.308744452,+532.838901109,-544.740470231,-1622.5934228,-722.444742012,+177.704197748,+1077.85252201
2013-07-01 08:24:00 PDT,-1796.27+363.127j,-1796.41841613,-2874.2328984,-1956.1307853,-1038.02626285,-119.922971459,-1197.75622414,-279.650129648,+638.455064481,-439.134850956,+478.97058147,-598.609234172,-1676.46445074,-758.358000591,+159.748740905,+1077.8548636
2013-07-01 08:25:00 PDT,-1959.59+363.397j,-1959.74667561,-3037.56272892,-2101.31213344,-1165.05904995,-228.807187714,-1306.64224172,-370.387559848,+565.866221297,-511.723999205,+424.529995691,-653.050278157,-1730.90778406,-794.652788958,+141.6025313,+1077.85722977
2013-07-01 08:26:00 PDT,-2124.59+363.676j,-2124.74984056,-3202.56748833,-2247.98229985,-1293.39454267,-338.807995506,-1416.64488674,-462.055502609,+492.532981099,-585.057549066,+369.5311236,-708.049622529,-1785.90944254,-831.319787204,+123.270228574,+1077.85961992
2013-07-01 08:27:00 PDT,-2291.22+363.964j,-2291.38600783,-3369.20527328,-2396.10403731,-1423.0001499,-449.897459762,-1527.73622417,-554.630678962,+418.473966833,-659.116877561,+313.987932158,-763.59330049,-1841.45545884,-868.349683991,+104.756488082,+1077.86203341
2013-07-01 08:28:00 PDT,-2459.45+364.261j,-2459.61331556,-3537.43422173,-2545.64013529,-1553.84331262,-562.047672947,-1639.88834653,-648.089832878,+343.707783088,-733.883380063,+257.914374559,-819.667359002,-1897.53187938,-905.733177154,+86.0659605935,+1077.86446965
2013-07-01 08:29:00 PDT,-2629.22+364.567j,-2629.38994592,-3707.21251567,-2696.55342242,-1685.89150606,-675.230756867,-1753.07337566,-742.409732766,+268.253014906,-809.338471497,+201.324389335,-876.257859682,-1954.12476522,-943.460974295,+67.2032919934,+1077.86692801
2013-07-01 08:30:00 PDT,-2800.5+364.883j,-2800.67412774,-3878.49838372,-2848.80676876,-1819.11224174,-789.418864444,-1867.26346451,-837.567172957,+192.128226587,-885.463587523,+144.231899466,-933.350879694,-2011.22019299,-981.523793384,+48.1731229862,+1077.86940789
2013-07-01 08:31:00 PDT,-12844+436.924j,-12844.6430217,-13922.6531224,-12873.8034249,-11824.9508241,-9439.86465276,-10518.0598227,-8132.97853775,-7084.11507226,-8161.99697853,-7113.13354232,-8191.19366945,-9269.40199706,-8220.54645016,+180.118541739,+1078.18622058
2013-07-01 08:32:00 PDT,-13018.1+437.664j,-13018.7425331,-14096.7547824,-13028.5518891,-11960.3460012,-9555.91560418,-10634.1142314,-8229.68869606,-7161.47169048,-8239.3541947,-7171.13726892,-8249.19963101,-9327.41061912,-8259.20163306,+160.76614788,+1078.18867019
2013-07-01 08:33:00 PDT,-13193.5+438.416j,-13194.2239987,-14272.2384219,-13184.5287117,-12096.8159137,-9672.88773796,-10751.0898696,-8327.16653015,-7239.44235628,-8317.32546485,-7229.60142169,-8307.66604706,-9385.87971825,-8298.16366557,+141.260132706,+1078.1911389
2013-07-01 08:34:00 PDT,-13370.3+439.182j,-13371.0458785,-14449.0625005,-13341.6969701,-12234.3282564,-9790.75336443,-10868.9590473,-8425.38896537,-7318.00861263,-8395.89233185,-7288.51216111,-8366.57907778,-9444.79545403,-8337.42332487,+121.605113506,+1078.19362612
2013-07-01 08:35:00 PDT,-13548.4+439.961j,-13549.1666924,-14627.1855379,-13500.0197949,-12372.850771,-9909.48483395,-10987.6941145,-8524.33296047,-7397.15202921,-8475.0363653,-7347.85566768,-8425.9249034,-9504.14400611,-8376.97140152,+101.80570091,+1078.19613127
2013-07-01 08:36:00 PDT,-13727.8+440.752j,-13728.5450229,-14806.5661163,-13659.4603723,-12512.3512477,-10029.0545386,-11107.2674628,-8623.97550891,-7476.85420352,-8554.73916255,-7407.6181428,-8485.68972499,-9563.91157493,-8416.79869995,+81.8664986027,+1078.19865375
2013-07-01 08:37:00 PDT,-13908.4+441.556j,-13909.1395178,-14987.1628831,-13819.9819464,-12652.7975273,-10149.4349138,-11227.6515273,-8724.29364033,-7557.09676194,-8634.98234991,-7467.78580949,-8545.85976529,-9624.08438263,-8456.89603905,+61.7921030351,+1078.20119298
2013-07-01 08:38:00 PDT,-14090.1+442.373j,-14090.9088924,-15168.9345533,-13981.5478215,-12794.1575035,-10270.5984402,-11348.8187881,-8825.26442199,-7637.86136099,-8715.74758377,-7528.3449134,-8606.42126959,-9684.64867394,-8497.25425274,+41.587103131,+1078.20374836
2013-07-01 08:39:00 PDT,-14273+443.203j,-14273.8119326,-15351.8399123,-14144.1213646,-12936.3991246,-10392.5176453,-11470.7417724,-8926.86496021,-7719.12968841,-8797.01655176,-7589.28172357,-8667.36050664,-9745.59071695,-8537.86419055,+21.2560800033,+1078.20631931
2013-07-01 08:40:00 PDT,-14457+444.045j,-14457.807497,-15535.8378185,-14307.6660072,-13079.4903954,-10515.1651053,-11593.3930558,-9029.07240179,-7800.88346433,-8878.77097391,-7650.58253333,-8728.66376941,-9806.89680407,-8578.71671817,+0.803606666202,+1078.20890525
2013-07-01 08:41:00 PDT,-14642+444.9j,-14642.8545198,-15720.8872056,-14472.1452481,-13223.3993796,-10638.5134465,-11716.7452643,-9131.86393543,-7883.1044424,-8960.99260375,-7712.23366116,-8790.31737604,-9868.55325282,-8619.80271804,-19.765752248,+1078.21150559
2013-07-01 08:42:00 PDT,-14828.1+445.767j,-14828.912013,-15906.9470854,-14637.5226554,-13368.0942017,-10762.5353475,-11840.7710757,-9235.21679318,-7965.77441093,-9043.66322947,-7774.22145151,-8852.30767064,-9930.54640671,-8661.11308992,-40.4474407751,+1078.21411976
2013-07-01 08:43:00 PDT,-15015.1+446.647j,-15015.9390696,-16093.9765504,-14803.7618686,-13513.5430485,-10887.2035402,-11965.4432218,-9339.10825182,-8048.87519402,-9126.76467508,-7836.53227568,-8914.62102415,-9992.86263607,-8702.63875145,-61.2369119002,+1078.21674716
2013-07-01 08:44:00 PDT,-15203+447.539j,-15203.8948652,-16281.9347759,-14970.8266014,-13659.7141716,-11012.4908124,-12090.7344896,-9443.51563428,-8132.3886527,-9210.27880147,-7899.15253264,-8977.24383516,-10055.4883389,-8744.37063868,-82.1296278393,+1078.21938722
2013-07-01 08:45:00 PDT,-15391.9+448.444j,-15392.7386615,-16470.7810231,-15138.6806434,-13806.5758894,-11138.3700085,-12216.617723,-9548.41631103,-8216.296686,-9294.18750757,-7962.0686499,-9040.1625308,-10118.4099417,-8786.29970668,-103.121060318,+1078.22203936
2013-07-01 08:46:00 PDT,-15772+452.493j,-15772.9400836,-16850.990117,-15497.8095434,-14863.9037377,-12462.9807439,-13541.2929293,-10852.0253307,-9498.82956093,-10576.7909137,-9223.59604517,-10301.824583,-11380.1056626,-10026.9210253,-1322.71137957,+1078.24673984
2013-07-01 08:47:00 PDT,-15962.5+453.435j,-15963.4356806,-17041.4881907,-15667.131543,-15012.0440962,-12589.9526223,-13668.2691423,-10957.8352268,-9583.46296563,-10661.4250475,-9287.05374705,-10365.2852142,-11443.5692696,-10069.2082614,-1343.87758888,+1078.24940273
2013-07-01 08:48:00 PDT,-16153.7+454.388j,-16154.6975922,-17232.7525988,-15837.1346903,-15160.7803919,-12717.435278,-13795.7561736,-11064.0707892,-9668.43684306,-10746.3996589,-9350.76673317,-10429.0011541,-11507.2881989,-10111.6656267,-1365.12895333,+1078.25207592
2013-07-01 08:49:00 PDT,-16345.7+455.354j,-16346.6854476,-17424.7429702,-16007.7831019,-15310.0812302,-12845.4018025,-13923.7271138,-11170.7095945,-9753.73325741,-10831.696812,-9414.72155529,-10492.9589538,-11571.2490012,-10154.2841594,-1386.46098741,+1078.25475886
2013-07-01 08:50:00 PDT,-9056.99+383.928j,-9057.34855199,-10135.2568479,-8696.83135851,-7977.6573024,-5491.53943247,-6569.51551018,-3795.04849223,-2356.6111645,-3434.23420742,-1995.79741738,-3073.42954624,-4151.43435282,-2712.99818208,-1408.11971977,+1078.00665304
2013-07-01 08:51:00 PDT,-9250.36+384.57j,-9250.73154369,-10328.6420753,-8868.7262653,-8128.05620461,-5620.4558562,-6698.43506528,-3902.48772092,-2442.55972277,-3520.18321447,-2060.25578635,-3137.88901018,-4215.89659751,-2755.96980883,-1429.59959751,+1078.00943123
2013-07-01 08:52:00 PDT,-9444.34+385.223j,-9444.72016411,-10522.6329486,-9041.15951442,-8278.92612625,-5749.77601662,-6827.75839104,-4010.26344342,-2528.77746488,-3606.40140881,-2124.91603272,-3202.55036796,-4280.56074655,-2799.07602989,-1451.14675439,+1078.01221772
2013-07-01 08:53:00 PDT,-9638.88+385.887j,-9639.27443627,-10717.1894904,-9214.0955711,-8430.23597625,-5879.47326358,-6957.45883685,-4118.35344961,-2615.24662329,-3692.87102282,-2189.76483147,-3267.40029443,-4345.41347423,-2842.30796215,-1472.75675009,+1078.01501191
2013-07-01 08:54:00 PDT,-9833.95+386.561j,-9834.35449102,-10912.2718311,-9387.49899636,-8581.95474742,-6009.52101879,-7087.50982401,-4226.73558924,-2701.94947839,-3779.57433681,-2254.7888935,-3332.42550038,-4410.44149079,-2885.65674643,-1494.42515623,+1078.01781324
2013-07-01 08:55:00 PDT,-10029.5+387.246j,-10029.9205694,-11107.8402115,-9561.33444924,-8734.05151825,-6139.89277746,-7217.88484724,-4335.3877733,-2788.8683595,-3866.49368003,-2319.97496644,-3397.61273329,-4475.63154316,-2929.11354803,-1516.1475567,+1078.02062114
2013-07-01 08:56:00 PDT,-10225.5+387.94j,-10225.9330251,-11303.8549848,-9735.56668881,-8886.4954548,-6270.56210984,-7348.5574763,-4444.2879753,-2875.98564602,-3953.61143179,-2385.30983544,-3462.94877819,-4540.97041579,-2972.66955724,-1537.91954787,+1078.02343502
2013-07-01 08:57:00 PDT,-10421.9+388.646j,-10422.3523268,-11500.2766193,-9910.16057638,-9039.25581258,-6401.50266286,-7479.50135763,-4553.41423263,-2963.28376842,-4040.91002249,-2450.78032398,-3528.42045841,-4606.44493146,-3016.31598992,-1559.73673887,+1078.02625432
2013-07-01 08:58:00 PDT,-10618.7+389.361j,-10619.1390604,-11697.0657005,-10085.0810776,-9192.30193836,-6532.68816166,-7610.69021585,-4662.74464786,-3050.74520932,-4128.37193467,-2516.37329466,-3594.01463637,-4672.04195203,-3060.04408797,-1581.59475187,+1078.02907847
2013-07-01 08:59:00 PDT,-10815.8+390.086j,-10816.2539317,-11894.1829338,-10260.2932643,-9345.603272,-6664.09241121,-7742.09785537,-4772.25739007,-3138.35250455,-4215.97970406,-2582.07564994,-3659.71821438,-4737.74837926,-3103.84511989,-1603.48922233,+1078.0319069
2013-07-01 09:00:00 PDT,-11013.2+390.821j,-11013.6577685,-12091.5891465,-10435.7623172,-9499.12934827,-6795.68929781,-7873.69816195,-4881.93069611,-3226.08824415,-4303.71592064,-2647.87433299,-3725.51813542,-4803.55115556,-3147.71038126,-1625.41579926,+1078.03473906
2013-07-01 09:01:00 PDT,-20288.5+468.146j,-20289.7373937,-21367.8009433,-18293.8311734,-17335.2951393,-8307.41242014,-9385.52361768,-6387.40931515,-4709.62875698,-5787.41137332,-2713.38786253,-3791.187566,-4869.28853158,-3191.51042888,-1647.27725689,+1078.10265933
2013-07-01 09:02:00 PDT,-20485.4+469.28j,-20486.6547021,-21564.7210542,-18468.8714562,-17488.4388266,-8438.72234743,-9516.83724511,-6496.84182246,-4797.16968285,-5874.95279059,-2779.04870439,-3856.84966406,-4934.95345523,-3235.28380959,-1669.15792159,+1078.10545729
2013-07-01 09:03:00 PDT,-20681.9+470.419j,-20683.1553854,-21761.2245444,-18643.5414092,-17641.2585091,-8569.75445835,-9647.8730732,-6606.04281952,-4884.52540888,-5962.30900906,-2844.57063434,-3922.37286094,-5000.47947359,-3278.96459514,-1690.99230205,+1078.1082489
2013-07-01 09:04:00 PDT,-20878+471.565j,-20879.2353034,-21957.3072736,-18817.8373522,-17793.7509669,-8700.50599223,-9778.62834105,-6715.0100055,-4971.69409451,-6049.47818816,-2909.95227189,-3987.75577602,-5065.86520596,-3322.55186514,-1712.77993818,+1078.11103412
2013-07-01 09:05:00 PDT,-21073.6+472.718j,-21074.8903342,-22152.9651199,-18991.7556211,-17945.9129942,-8830.97420045,-9909.10029981,-6823.7410896,-5058.67390722,-6136.45849537,-2975.19224255,-4052.99703471,-5131.10927766,-3366.04470319,-1734.52037191,+1078.11381288
2013-07-01 09:06:00 PDT,-21268.8+473.876j,-21270.1163741,-22348.1939793,-19165.292568,-18097.7413996,-8961.15634655,-10039.2862128,-6932.23379114,-5145.46302261,-6223.24810622,-3040.2891779,-4118.09526846,-5196.2103201,-3409.44219695,-1756.2131472,+1078.11658513
2013-07-01 09:07:00 PDT,-21463.6+475.041j,-21464.9093376,-22542.9897665,-19338.4445614,-18249.2330059,-9091.04970631,-10169.1833555,-7040.48583967,-5232.05962441,-6309.84520446,-3105.24171565,-4183.04911489,-5261.16697082,-3452.74343817,-1777.85781004,+1078.11935082
2013-07-01 09:08:00 PDT,-21657.9+476.212j,-21659.2651582,-22737.3484145,-19511.2079864,-18400.3846501,-9220.65156788,-10298.7890158,-7148.494975,-5318.46190462,-6396.24798204,-3170.04849971,-4247.85721778,-5325.97787351,-3495.94752272,-1799.45390848,+1078.12210989
2013-07-01 09:09:00 PDT,-21851.8+477.388j,-21853.1797876,-22931.2658751,-19683.5792444,-18551.1931841,-9349.95923189,-10428.1004942,-7256.2589474,-5404.66806355,-6482.45463926,-3234.70818021,-4312.51822714,-5390.64167813,-3539.05355061,-1821.00099265,+1078.12486228
2013-07-01 09:10:00 PDT,-21898.1+496.962j,-21899.4632875,-23002.0852791,-19732.9011552,-18579.0010954,-9356.31556138,-10458.9943662,-7265.65456822,-5392.55523727,-6494.86776524,-3225.62372423,-4327.95955724,-5430.6214286,-3557.52491629,-1817.96285784,+1102.66333157
2013-07-01 09:11:00 PDT,-22091.1+498.149j,-22092.4833303,-23195.108188,-19904.4772384,-18729.1139045,-9485.02666056,-10587.7093297,-7372.92140147,-5478.36367977,-6580.67671283,-3289.98506815,-4392.32224772,-5494.98695748,-3600.4320919,-1839.4105159,+1102.66612676
2013-07-01 09:12:00 PDT,-22283.6+499.342j,-22285.050152,-23387.677879,-20075.6504611,-18878.8742476,-9613.43554026,-10716.1220886,-7479.93638599,-5563.9706528,-6666.28419177,-3354.19529713,-4456.53383296,-5559.20137623,-3643.23853636,-1860.80782287,+1102.66891496
2013-07-01 09:13:00 PDT,-22475.7+500.54j,-22477.1597809,-23579.7903804,-20246.4172926,-19028.2790357,-9741.53955207,-10844.2299941,-7586.69731448,-5649.37439062,-6751.6884363,-3418.25308678,-4520.59298843,-5623.26336024,-3685.94336668,-1882.15433737,+1102.67169613
2013-07-01 09:14:00 PDT,-22667.3+501.744j,-22668.8082649,-23771.4417399,-20416.7742199,-19177.3251951,-9869.33606057,-10972.0304106,-7693.20199048,-5734.57313619,-6836.88768936,-3482.15711922,-4584.49839613,-5687.17159147,-3728.54570418,-1903.44962019,+1102.67447022
2013-07-01 09:15:00 PDT,-15377.2+430.012j,-15378.1290097,-16480.6165329,-13104.660859,-11843.9060304,-9997.5693351,-11100.1391393,-7800.06614325,-5820.18323117,-6922.31737899,-3546.34373187,-4648.50548662,-5751.05306433,-3771.1727867,-1924.82143598,+1102.54880001
2013-07-01 09:16:00 PDT,-10581.9+408.639j,-10582.2381987,-11684.6420909,-9227.39101454,-7945.41804761,-6077.86624568,-7180.2999172,-6966.0549079,-4964.96978528,-6067.23524779,-3609.98005732,-4712.27425897,-5814.73706578,-3813.65483215,-1946.10033933,+1102.46397452
2013-07-01 09:17:00 PDT,+19115.6+11782j,+19111.4638756,+13027.5904526,+15505.8724485,+16808.8899654,+18697.4514643,+12613.5164175,+12848.8595215,+14871.0118181,+8788.83892321,+11267.1926119,+5185.07546958,-897.841923253,+1124.39596998,+3013.09519748,+6082.77717686
2013-07-01 09:18:00 PDT,+18948.8+11788.6j,+18944.729392,+12856.997425,+15356.3729076,+16680.4931028,+18590.1525313,+12502.3600631,+12758.8137901,+14802.0629277,+8716.03613223,+11215.4830697,+5129.51300088,-957.264394698,+1086.07012772,+2995.86695522,+6086.63734546
2013-07-01 09:19:00 PDT,-11151.4+410.762j,-11151.8204354,-12254.231092,-9733.70187533,-8388.42381282,-6457.57983575,-7560.02324515,-7282.44847701,-5218.07404087,-6320.34099743,-3799.80691208,-4902.10534629,-6004.57664996,-3940.20523275,-2009.3580912,+1102.47229831
2013-07-01 09:20:00 PDT,-11340.3+411.483j,-11340.7156303,-12443.1285486,-9901.61391275,-8535.34137456,-6583.50726023,-7685.95394481,-7387.37646795,-5302.01285143,-6404.28030644,-3862.76055577,-4965.06041732,-6067.5345447,-3982.17399204,-2030.33658203,+1102.47506096
2013-07-01 09:21:00 PDT,-11528.7+412.209j,-11529.1232914,-12631.5384758,-10069.0925617,-8681.8797961,-6709.10973681,-7811.55971121,-7492.0338294,-5385.73521219,-6488.00316696,-3925.55187659,-5027.85317492,-6130.33011862,-4024.03460823,-2051.26109446,+1102.47781386
2013-07-01 09:22:00 PDT,-11716.6+412.942j,-11717.0386578,-12819.456112,-10236.1336103,-8828.03533001,-6834.38402537,-7936.83730373,-7596.41774859,-5469.23882615,-6571.50728131,-3988.17913757,-5090.48188114,-6192.9616355,-4065.78586255,-2072.13094163,+1102.48055918
2013-07-01 09:23:00 PDT,-11904+413.681j,-11904.4579581,-13006.8776855,-10402.7337059,-8973.80504285,-6959.32761159,-8061.7842078,-7700.52613037,-5552.52201728,-6654.79097339,-4050.64108169,-5152.94527885,-6255.42783812,-4107.4269169,-2092.9457046,+1102.48329686
2013-07-01 09:24:00 PDT,-12090.9+414.426j,-12091.3774417,-13193.7994458,-10568.8895147,-9119.18601754,-7083.93799519,-8186.3979229,-7804.35689123,-5635.58311886,-6737.85257649,-4112.93645894,-5215.2421179,-6317.72747628,-4148.95693786,-2113.70496679,+1102.48602684
2013-07-01 09:25:00 PDT,-12277.3+415.177j,-12277.7933794,-13380.2176633,-10734.5977215,-9264.17535351,-7208.21269003,-8310.67596263,-7907.90795947,-5718.42047362,-6820.6904333,-4175.06402638,-5277.37115523,-6379.85930685,-4190.37509672,-2134.40831394,+1102.48874908
2013-07-01 09:26:00 PDT,-12463.2+415.934j,-12463.7020632,-13566.1286301,-10899.8550302,-9408.77016679,-7332.1492242,-8434.61585483,-8011.17727526,-5801.03243377,-6903.30289601,-4237.02254819,-5339.33115489,-6441.8220938,-4231.68056953,-2155.05533418,+1102.49146353
2013-07-01 09:27:00 PDT,+17454+11843.7j,+17449.9304679,+11330.1845358,+14016.9482499,+15528.5375444,+17625.6244014,+11505.8274621,+11949.820546,+14180.4871632,+8062.48745412,+10749.3201667,+4631.38545944,-1487.41996653,+743.330525544,+2840.55213168,+6118.66693345
2013-07-01 09:28:00 PDT,+17288.7+11849.4j,+17284.59004,+11161.5829366,+13868.8872113,+15401.0259382,+17518.6576669,+11395.600567,+11860.1507887,+14111.3611875,+7990.10473127,+10697.4777463,+4576.28716449,-1545.78100967,+705.513091886,+2823.27927817,+6121.92985406
2013-07-01 09:29:00 PDT,-13017.8+418.239j,-13018.3478357,-14120.7812692,-11392.8888946,-9840.15888235,-7701.90535924,-8804.38214038,-8319.27428905,-6047.49961242,-7149.77158513,-4421.87158935,-5524.18467613,-6626.68394055,-4354.91270383,-2216.6543507,+1102.4995596
2013-07-01 09:30:00 PDT,-13201.7+419.019j,-13202.1908572,-14304.6265849,-11556.3100343,-9983.14710137,-7824.46481983,-8926.94500909,-8421.39623664,-6129.19370834,-7231.46618538,-4483.14171443,-5585.45630964,-6687.95833688,-4395.75928881,-2237.07199261,+1102.50224236
